codigo_nacional_farmaco_cd,codigo_descripcion,atc_farmaco_dispensado_cd,ddd_nomenclator_nm,ddd_por_envase,pvp_nomenclator_nm,precio_por_envase_nm
712880,OLAZAX DISPERZI 20MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,56,105.78,105.78
652298,RISPERIDONA SANDOZ 3MG 20 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,12,8.2,8.2
723383,ROCOZ PROLONG 50MG 10 COMPRIMIDOS LIBERACION PROLONGADA EFG,N05AH04,400,1.25,2.7,2.7
687779,QUETIAPINA JUSTE 100MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH04,400,15,32.41,32.41
687792,QUETIAPINA JUSTE 200MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH04,400,30,64.82,64.82
687769,QUETIAPINA JUSTE 25MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH04,400,3.75,8.1,8.1
687799,QUETIAPINA JUSTE 300MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH04,400,45,97.22,97.22
652322,RISPERIDONA SANDOZ 1MG 20 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,4,2.73,2.73
658999,RISPERIDONA FLAS RATIOPHARM 1MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AX08,5,5.6,3.82,3.82
660323,RISPERIDONA TEVA 1MG 20 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,4,2.73,2.73
656699,AMISULPRIDA ARAFARMA GROUP 100MG 60 COMPRIMIDOS EFG,N05AL05,400,15,19.94,19.94
656700,AMISULPRIDA ARAFARMA GROUP 200MG 60 COMPRIMIDOS EFG,N05AL05,400,30,39.87,39.87
656701,AMISULPRIDA ARAFARMA GROUP 400MG 30 COMPRIMIDOS RECUBIERT PELICULA EFG,N05AL05,400,30,39.87,39.87
652148,RISPERDAL FLAS 4MG 56 COMPRIMIDOS BUCODISPERSABLES,N05AX08,5,44.8,30.89,30.89
652152,RISPERDAL FLAS 3MG 56 COMPRIMIDOS BUCODISPERSABLES,N05AX08,5,33.6,23.17,23.17
652147,RISPERDAL FLAS 4MG 28 COMPRIMIDOS BUCODISPERSABLES,N05AX08,5,22.4,15.44,15.44
749580,"RISPERDAL FLAS 0,5MG 28 COMPRIMIDOS BUCODISPERSABLES",N05AX08,5,2.8,2.5,2.5
749606,RISPERDAL FLAS 1MG 28 COMPRIMIDOS BUCODISPERSABLES,N05AX08,5,5.6,3.86,3.86
749614,RISPERDAL FLAS 1MG 56 COMPRIMIDOS BUCODISPERSABLES,N05AX08,5,11.2,7.73,7.73
749929,RISPERDAL FLAS 2MG 28 COMPRIMIDOS BUCODISPERSABLES,N05AX08,5,11.2,7.73,7.73
749960,RISPERDAL FLAS 2MG 56 COMPRIMIDOS BUCODISPERSABLES,N05AX08,5,22.4,15.44,15.44
606339,OLANZAPINA NORMON 20MG 500 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,1000,1222.32,1222.32
606338,OLANZAPINA NORMON 15MG 500 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,750,916.75,916.75
605823,"OLANZAPINA CINFA 2,5MG 100 COMPRIMIDOS",N05AH03,10,25,30.62,30.62
605825,OLANZAPINA CINFA 5MG 100 COMPRIMIDOS,N05AH03,10,50,61.18,61.18
605826,"OLANZAPINA CINFA 7,5MG 100 COMPRIMIDOS",N05AH03,10,75,91.8,91.8
605822,OLANZAPINA CINFA 10MG 100 COMPRIMIDOS,N05AH03,10,100,122.42,122.42
605570,OLANZAPINA NORMON 5MG 500 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,250,324.33,324.33
605571,OLANZAPINA NORMON 10MG 500 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,500,660.92,660.92
602720,QUETIAPINA DEPRONAL 300MG 100 COMPR RECUB PELIC BLISTER EFG,N05AH04,400,75,172.65,172.65
602760,QUETIAPINA DEPRONAL 300MG 100 COMPR RECUB PELIC FRASCO EFG,N05AH04,400,75,172.65,172.65
603267,QUETIAPINA QUALIGEN 25MG 500 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH04,400,31.25,43.91,43.91
603475,QUETIAPINA COMBINO PHARM 300MG 100 COMPRIMIDOS RECUBIERTOS PELIC EFG,N05AH04,400,75,105.45,105.45
603268,QUETIAPINA QUALIGEN 100MG 500 COMPRIMIDOS RECUB PELICULA EFG,N05AH04,400,125,175.64,175.64
603270,QUETIAPINA QUALIGEN 300MG 252 COMPRIMIDOS RECUB PELICULA EFG,N05AH04,400,189,265.57,265.57
603235,QUETIAPINA NORMON 100MG 250 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH04,400,62.5,87.82,87.82
603242,QUETIAPINA NORMON 200MG 250 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH04,400,125,175.64,175.64
603243,QUETIAPINA NORMON 300MG 250 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH04,400,187.5,263.47,263.47
603234,QUETIAPINA NORMON 25MG 250 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH04,400,15.62,21.96,21.96
605818,QUETIAPINA CINFA 25MG 250 COMPRIMIDOS RECUBIERTOS PELICULA,N05AH04,400,15.62,21.96,21.96
605819,QUETIAPINA CINFA 300MG 250 COMPRIMIDOS RECUBIERTOS PELICULA,N05AH04,400,187.5,263.47,263.47
605820,QUETIAPINA CINFA 200MG 250 COMPRIMIDOS RECUBIERTOS PELICULA,N05AH04,400,125,175.64,175.64
606485,QUETIAPINA FAIR-MED 300MG 100 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH04,400,75,105.39,105.39
606429,QUETIAPINA KERN PHARMA 50MG 200 COMPRIMIDOS LIBERACION PROLONGADA EFG,N05AH04,400,25,35.13,35.13
606430,QUETIAPINA KERN PHARMA 400MG 200 COMPRIMIDOS LIBERACION PROLONGADA EFG,N05AH04,400,200,281.03,281.03
606431,QUETIAPINA KERN PHARMA 300MG 200 COMPRIMIDOS LIBERACION PROLONGADA EFG,N05AH04,400,150,210.77,210.77
606432,QUETIAPINA KERN PHARMA 200MG 200 COMPRIMIDOS LIBERACION PROLONGADA EFG,N05AH04,400,100,140.52,140.52
631564,LEBOPRIDE 50MG 500 CAPSULAS,N05AL01,800,31.25,24.24,24.24
600218,RISPERIDONA DAVUR 1MG 500 COMPRIMIDOS EFG,N05AX08,5,100,137.07,137.07
600219,RISPERIDONA DAVUR 3MG 500 COMPRIMIDOS EFG,N05AX08,5,300,400.54,400.54
600203,DIAFORIN 1MG 500 COMPRIMIDOS,N05AX08,5,100,195.82,195.82
600204,DIAFORIN 3MG 500 COMPRIMIDOS,N05AX08,5,300,572.21,572.21
600206,DIAFORIN 6MG 500 COMPRIMIDOS,N05AX08,5,600,1126.12,1126.12
600196,RISPERIDONA TARBIS 1MG 500 COMPRIMIDOS EFG,N05AX08,5,100,137.07,137.07
600198,RISPERIDONA TARBIS 3MG 500 COMPRIMIDOS EFG,N05AX08,5,300,400.54,400.54
600199,RISPERIDONA TARBIS 6MG 500 COMPRIMIDOS EFG,N05AX08,5,600,788.28,788.28
600266,RISPERIDONA TEVAGEN 6MG 500 COMPRIMIDOS EFG,N05AX08,5,600,772.92,772.92
600341,ATORNIL 6MG 500 COMPRIMIDOS,N05AX08,5,600,1095.65,1095.65
600342,ATORNIL 1MG 500 COMPRIMIDOS,N05AX08,5,100,192.26,192.26
600343,ATORNIL 3MG 500 COMPRIMIDOS,N05AX08,5,300,560.71,560.71
600434,RISPERIDONA DECROX 1MG 500 COMPRIMIDOS RECUBIERTOS PELIC EFG,N05AX08,5,100,149.91,149.91
600435,RISPERIDONA DECROX 3MG 500 COMPRIMIDOS RECUBIERT PELIC EFG,N05AX08,5,300,449.67,449.67
600436,RISPERIDONA DECROX 6MG 500 COMPRIMIDOS RECUBIERTOS PELIC EFG,N05AX08,5,600,899.33,899.33
600442,RISPERIDONA SPYFARMA 1MG 500 COMPRIMIDOS RECUBIERT PELICULA EFG,N05AX08,5,100,149.91,149.91
600269,RISPERIDONA CINFA 1MG 500 COMPRIMIDOS EFG,N05AX08,5,100,134.11,134.11
600272,RISPERIDONA CINFA 3MG 500 COMPRIMIDOS EFG,N05AX08,5,300,400.54,400.54
600260,RISPERIDONA RANBAXY 3MG 500 COMPRIMIDOS EFG,N05AX08,5,300,572.21,572.21
600250,RISPERIDONA RANBAXY 6MG 500 COMPRIMIDOS EFG,N05AX08,5,600,1126.12,1126.12
602522,DIAFORIN 4MG 500 COMPRIMIDOS RECUBIERTOS PELICULA,N05AX08,5,400,599.55,599.55
602521,RISFARMAL 3MG 500 COMPRIMIDOS RECUBIERTOS PELICULA,N05AX08,5,300,449.67,449.67
602954,RISPERIDONA NORMON 1MG 500 COMPRIMIDOS RECUBIERTOS PELIC EFG,N05AX08,5,100,84.73,84.73
602957,RISPERIDONA NORMON 3MG 500 COMPRIMIDOS RECUBIERTOS PELIC EFG,N05AX08,5,300,254.71,254.71
606506,ABIK 10MG 100 COMPRIMIDOS EFG,N05AX12,15,66.66,195.31,195.31
606510,ABIK 10MG 100 COMPRIMIDOS BUCODISPERSABLES EFG,N05AX12,15,66.66,195.31,195.31
606623,ARIPIPRAZOL NORMON 15MG 100 COMPRIMIDOS EFG,N05AX12,15,100,195.33,195.33
606621,ARIPIPRAZOL NORMON 5MG 100 COMPRIMIDOS EFG,N05AX12,15,33.33,184.04,184.04
606641,ARIPIPRAZOL GOBENS 15MG 100 COMPRIMIDOS EFG,N05AX12,15,100,195.33,195.33
619924,SINOGAN 25MG 500 COMPRIMIDOS RECUBIERTOS PELICULA,N05AA02,300,41.66,28.8,28.8
661759,QUETIAPINA STADA 25MG 6 COMPRIMIDOS RECUB PELIC BLISTER AL/AL EFG,N05AH04,400,0.37,2.5,2.5
672307,QUETIAPINA COMBINO PHARM 25MG 6 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH04,400,0.37,2.5,2.5
663787,OLANZAPINA SWANDPOND INVESTMENTS 15MG 56 COMPR BUCODISP EFG,N05AH03,10,84,186.97,186.97
659337,OLANZAPINA FARMALTER 10MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,56,106,106
659344,OLANZAPINA ALTER GENERICOS 10MG 28 COMPRIMIDOS RECUBIERT PELICULA EFG,N05AH03,10,28,53,53
658897,"OLANZAPINA DUBILAC 2,5MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG",N05AH03,10,7,13.25,13.25
658899,OLANZAPINA DUBILAC 5MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,14,26.49,26.49
668094,OLANZAPINA SUN 15MG 28 COMPRIMIDOS EFG,N05AH03,10,42,79.49,79.49
663050,QUETIAPINA ORION 100MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH04,400,15,32.47,32.47
652062,RISPERIDONA KERN PHARMA 3MG 20 COMPRIMIDOS RECUB PELIC EFG,N05AX08,5,12,8.2,8.2
652064,RISPERIDONA KERN PHARMA 6MG 30 COMPRIMIDOS RECUB PELIC EFG,N05AX08,5,36,24.59,24.59
653647,RISPERIDONA LAVINOL 4MG 28 COMPRIMIDOS RECUBIERTOS PELICULA,N05AX08,5,22.4,33.52,33.52
653648,RISPERIDONA LAVINOL 4MG 56 COMPRIMIDOS RECUBIERTOS PELICULA,N05AX08,5,44.8,67.03,67.03
619957,SINOGAN 100MG 500 COMPRIMIDOS RECUBIERTOS PELICULA,N05AA02,300,166.66,39.65,39.65
653986,RISPERIDONA TECNIGEN 1MG 20 COMPRIMIDOS RECUBIERT PELIC EFG,N05AX08,5,4,0,0
680828,NEMACTIL 40MG/ML 30ML 1 FRASCO GOTAS SOLUCION ORAL,N05AC01,50,24,3.65,3.65
651262,"DIAFORIN 0,5MG 20 COMPRIMIDOS RECUBIERTOS PELICULA",N05AX08,5,2,2.5,2.5
651327,DIAFORIN 2MG 60 COMPRIMIDOS RECUBIERTOS CON PELICULA,N05AX08,5,24,16.53,16.53
651593,RISPERDAL 2MG 20 COMPRIMIDOS RECUBIERTOS PELICULA,N05AX08,5,8,10.66,10.66
651594,RISPERDAL 2MG 60 COMPRIMIDOS RECUBIERTOS PELICULA,N05AX08,5,24,32,32
659325,HALOPERIDOL KERN PHARMA 2MG/ML 30ML GOTAS ORALES EN SOLUCION,N05AD01,8,7.5,0,0
688276,ZALASTA 10MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,28,52.89,52.89
688274,ZALASTA 10MG 56 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,56,105.78,105.78
659001,RISPERIDONA FLAS RATIOPHARM 2MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AX08,5,11.2,7.65,7.65
656503,RISFARMAL 3MG 20 COMPRIMIDOS RECUBIERTOS CON PELICULA,N05AX08,5,12,8.32,8.32
656506,RISFARMAL 3MG 60 COMPRIMIDOS RECUBIERTOS CON PELICULA,N05AX08,5,36,24.99,24.99
656507,RISFARMAL 6MG 30 COMPRIMIDOS RECUBIERTOS PELICULA,N05AX08,5,36,24.99,24.99
838219,GEODON 10MG/ML 240ML SUSPENSION ORAL,N05AE04,80,30,146.03,146.03
689408,ZIPRASIDONA NORMON 20MG 56 CAPSULAS DURAS EFG,N05AE04,80,14,32.83,32.83
689410,ZIPRASIDONA NORMON 40MG 56 CAPSULAS DURAS EFG,N05AE04,80,28,65.66,65.66
688279,ZALASTA 5MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,14,26.44,26.44
688900,OLANZAPINA TECNIGEN 10MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,28,52.89,52.89
688899,OLANZAPINA TECNIGEN 10MG 56 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,56,105.78,105.78
688898,OLANZAPINA TECNIGEN 5MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,14,26.44,26.44
653924,RISPERIDONA BENEL 1MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,12,8.2,8.2
653921,RISPERIDONA BENEL 3MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,36,24.59,24.59
653918,RISPERIDONA BENEL 6MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,72,49.17,49.17
707047,ARIPIPRAZOL ZENTIVA 15MG 28 COMPRIMIDOS EFG,N05AX12,15,28,70.76,70.76
707045,ARIPIPRAZOL ZENTIVA 5MG 28 COMPRIMIDOS EFG,N05AX12,15,9.33,23.59,23.59
660205,RISPERIDONA CUVE 4MG 60 COMPRIMIDOS RECUBIERTOS PELICULA,N05AX08,5,48,32.97,32.97
659716,RISPERIDONA FARMALID 1MG/ML 100ML 1 FRASCO SOLUCION ORAL EFG,N05AX08,5,20,13.66,13.66
682997,CLOPIXOL 10MG 30 COMPRIMIDOS RECUBIERTOS PELICULA,N05AF05,30,10,6.18,6.18
915306,CISORDINOL ACUFASE 10MG 50 COMPRIMIDOS RECUBIERTOS,N05AF05,30,16.66,10.3,10.3
672360,LEPONEX 100MG 40 COMPRIMIDOS,N05AH02,300,13.33,14.17,14.17
660578,"RISPERIDONA ACTAVIS 0,5MG 60 COMPRIMIDOS RECUBIERTOS PELICUL",N05AX08,5,6,7.99,7.99
660585,RISPERIDONA ACTAVIS 4MG 20 COMPRIMIDOS RECUBIERTOS PELIC,N05AX08,5,16,15.95,15.95
660586,RISPERIDONA ACTAVIS 4MG 60 COMPRIMIDOS RECUBIERTOS PELIC,N05AX08,5,48,64,64
661829,RISPERIDONA CODRAMOL 1MG/ML 100ML 1 FRASCO SOLUCION ORAL EFG,N05AX08,5,20,13.66,13.66
656947,"RISPERIDONA SUMOL 0,5MG 28 COMPRIMIDOS RECUBIERTOS PELICULA",N05AX08,5,2.8,2.5,2.5
656948,"RISPERIDONA SUMOL 0,5MG 56 COMPRIMIDOS RECUBIERTOS PELICULA",N05AX08,5,5.6,0,0
656949,RISPERIDONA SUMOL 1MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,12,0,0
660575,"RISPERIDONA ACTAVIS 0,25MG 20 COMPRIMIDOS RECUB PELICULA",N05AX08,5,1,3,3
729733,ZOLKAR 50MG 40 COMPRIMIDOS,N05AH02,300,6.66,7.09,7.09
689904,CLOZABRAIN 50MG 40 COMPRIMIDOS BLISTER,N05AH02,300,6.66,7.07,7.07
689905,CLOZABRAIN 50MG 40 COMPRIMIDOS FRASCO,N05AH02,300,6.66,7.07,7.07
670751,NEMEA 50MG 40 COMPRIMIDOS,N05AH02,300,6.66,7.09,7.09
712878,"OLAZAX DISPERZI 7,5MG 28 COMPRIMIDOS BUCODISPERSABLES EFG",N05AH03,10,21,39.67,39.67
652272,RISPERIDONA SANDOZ 6MG 30 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,36,24.59,24.59
663333,INVEGA 3MG 28 COMPRIMIDOS LIBERACION PROLONGADA,N05AX13,6,14,27.58,27.58
663334,INVEGA 6MG 28 COMPRIMIDOS LIBERACION PROLONGADA,N05AX13,6,28,55.17,55.17
666335,INVEGA 9MG 28 COMPRIMIDOS LIBERACION PROLONGADA,N05AX13,6,42,82.75,82.75
658908,OLANZAPINA ABAX 10MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,56,0,0
658892,"OLANZAPINA RATIOPHARM 2,5MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG",N05AH03,10,7,0,0
659310,OLANZAPINA TARBIS 10MG 56 COMPRIMIDOS EFG,N05AH03,10,56,105.78,105.78
659306,"OLANZAPINA TARBIS 2,5MG 28 COMPRIMIDOS EFG",N05AH03,10,7,13.22,13.22
870063,SEROQUEL 25MG 6 COMPRIMIDOS RECUBIERTOS CON PELICULA,N05AH04,400,0.37,0,0
754143,ETUMINA 40MG 30 COMPRIMIDOS,N05AH06,80,15,2.17,2.17
904748,BIOMARIDE 100MG 12 AMPOLLAS 2ML SOLUCION INYECTABLE,N05AL01,800,1.5,1.37,1.37
746776,DOGMATIL 25MG/5ML 200ML 1 FRASCO SOLUCION ORAL,N05AL01,800,1.25,1.76,1.76
746792,DOGMATIL 50MG 30 CAPSULAS DURAS,N05AL01,800,1.87,2.76,2.76
852038,TEPAVIL 50MG 20 COMPRIMIDOS,N05AL01,800,1.25,2.25,2.25
778589,LEBOPRIDE 25MG/5ML 150ML SOLUCION,N05AL01,800,0.93,1.7,1.7
778597,LEBOPRIDE 200MG 12 COMPRIMIDOS,N05AL01,800,3,1.9,1.9
778613,LEBOPRIDE 50MG 30 CAPSULAS,N05AL01,800,1.87,1.86,1.86
659308,"OLANZAPINA TARBIS 7,5MG 56 COMPRIMIDOS EFG",N05AH03,10,42,79.33,79.33
673238,OLANZAPINA AUROVITAS SPAIN 10MG 56 COMPRIMIDOS RECUBIERT PELICULA EFG,N05AH03,10,56,105.78,105.78
673241,"OLANZAPINA AUROVITAS SPAIN 2,5MG 28 COMPRIMIDOS RECUBIERT PELICULA EFG",N05AH03,10,7,13.22,13.22
673240,OLANZAPINA AUROVITAS SPAIN 5MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,14,26.44,26.44
653622,"RISPERIDONA STADA 0,5MG 28 COMPRIMIDOS RECUBIERTOS PELICULA",N05AX08,5,2.8,2.5,2.5
651256,RISFARMAL 3MG 60 COMPRIMIDOS RECUBIERTOS CON PELICULA,N05AX08,5,36,97.4,97.4
651260,RISFARMAL 6MG 60 COMPRIMIDOS RECUBIERTOS PELICULA,N05AX08,5,72,175.43,175.43
650715,RISPERIDONA STADA 6MG 30 COMPRIMIDOS RECUBIERTOS PELICUL EFG,N05AX08,5,36,24.59,24.59
705115,ARIPIPRAZOL BEXAL 10MG 28 COMPRIMIDOS EFG,N05AX12,15,18.66,47.91,47.91
710427,ARIPIPRAZOL MACLEODS 15MG 28 COMPRIMIDOS EFG,N05AX12,15,28,70.76,70.76
673239,"OLANZAPINA AUROVITAS SPAIN 7,5MG 56 COMPRIMIDOS RECUBIERT PELICULA EFG",N05AH03,10,42,79.33,79.33
699993,QUETIAPINA STADA GENERICOS 300MG 60 COMPRIMIDOS LIBERACION PROLONG EFG,N05AH04,400,45,97.22,97.22
699994,QUETIAPINA STADA GENERICOS 400MG 60 COMPRIMIDOS LIBERACION PROLONG EFG,N05AH04,400,60,129.63,129.63
699987,QUETIAPINA STADA GENERICOS 50MG 60 COMP LIBER PROLON (PVC/PVDC-AL) EFG,N05AH04,400,7.5,16.2,16.2
653961,"RISPERIDONA ASOL 0,5MG 28 COMPRIMIDOS RECUBIERTOS PELICULA",N05AX08,5,2.8,2.5,2.5
653951,"RISPERIDONA SUMOL 0,5MG 28 COMPRIMIDOS RECUBIERTOS PELICULA",N05AX08,5,2.8,3.73,3.73
658969,"OLANZAPINA STADA 2,5MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG",N05AH03,10,7,13.22,13.22
658936,OLANZAPINA DARI PHARMA 5MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,14,26.44,26.44
658937,"OLANZAPINA DARI PHARMA 7,5MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG",N05AH03,10,42,79.33,79.33
658909,"OLANZAPINA TARBIS FARMA 2,5MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG",N05AH03,10,7,13.22,13.22
658858,OLANZAPINA KERN PHARMA 10MG 28 COMPRIMIDOS EFG,N05AH03,10,28,52.89,52.89
661997,ZOLAFREN 10MG 28 COMPRIMIDOS EFG,N05AH03,10,28,52.89,52.89
759144,ZYPREXA VELOTAB 5MG 28 COMPRIMIDOS BUCODISPERSABLES,N05AH03,10,14,26.44,26.44
761861,ZYPREXA 5MG 28 COMPRIMIDOS RECUBIERTOS,N05AH03,10,14,26.44,26.44
763389,ZYPREXA VELOTAB 10MG 56 COMPRIMIDOS BUCODISPERSABLES,N05AH03,10,56,105.78,105.78
759145,ZYPREXA VELOTAB 5MG 28 COMPRIMIDOS BUCODISPERSABLES,N05AH03,10,14,26.44,26.44
758482,ZYPREXA 10MG 28 COMPRIMIDOS RECUBIERTOS,N05AH03,10,28,52.89,52.89
758483,ZYPREXA 10MG 56 COMPRIMIDOS RECUBIERTOS,N05AH03,10,56,105.78,105.78
688271,ZALASTA 20MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,56,105.78,105.78
700547,ZYPREXA 10MG 1 VIAL POLVO SOLUCION INYECTABLE,N05AH03,10,1,24.13,24.13
693434,OLANZAPINA FLAS VIATRIS 10MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,28,52.89,52.89
712868,OLAZAX 5MG 28 COMPRIMIDOS EFG,N05AH03,10,14,26.44,26.44
712871,OLAZAX 10MG 28 COMPRIMIDOS EFG,N05AH03,10,28,52.89,52.89
712875,OLAZAX DISPERZI 10MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,28,52.89,52.89
712876,OLAZAX DISPERZI 5MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,14,26.44,26.44
733033,QUETIAPINA TECNIGEN 150MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG,N05AH04,400,22.5,48.61,48.61
687997,QUETIAPINA RATIOPHARM 50MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG,N05AH04,400,7.5,16.2,16.2
687025,QUETIAPINA TEVA 50MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG,N05AH04,400,7.5,16.2,16.2
687977,QUETIAPINA CINFA 300MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG,N05AH04,400,45,97.22,97.22
699992,QUETIAPINA STADA GENERICOS 200MG 60 COMPRIMIDOS LIBERACION PROLONG EFG,N05AH04,400,30,64.82,64.82
695793,QUETIAPINA KERN PHARMA 400MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG,N05AH04,400,60,129.63,129.63
700474,QUETIAPINA KERN PHARMA 50MG 60 COMP LIBER PROLONG (BL PVC/PVDC-AL) EFG,N05AH04,400,7.5,16.2,16.2
695034,QUETIAPINA NORMON 200MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG,N05AH04,400,30,64.82,64.82
695093,QUETIAPINA NORMON 300MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG,N05AH04,400,45,97.22,97.22
695146,QUETIAPINA NORMON 400MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG,N05AH04,400,60,129.63,129.63
700189,QUETIAPINA NORMON 50MG 60 COMPRIM LIBERAC PROLONGADA (PVC/PVDC-AL) EFG,N05AH04,400,7.5,16.2,16.2
660623,QUETIAPINA VIATRIS 200MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH04,400,30,64.82,64.82
660624,QUETIAPINA VIATRIS 300MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH04,400,45,97.22,97.22
661760,QUETIAPINA STADA 25MG 6 COMPRIMIDOS RECUB PELIC BLISTER PVC/AL EFG,N05AH04,400,0.37,2.5,2.5
660973,QUETIAPINA TECNIGEN 100MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH04,400,15,32.41,32.41
660974,QUETIAPINA TECNIGEN 200MG 60 COMPRIMIDOS RECUBIERT PELIC EFG,N05AH04,400,30,64.82,64.82
660975,QUETIAPINA TECNIGEN 300MG 60 COMPRIMIDOS RECUBIERT PELIC EFG,N05AH04,400,45,97.22,97.22
661689,QUDIX 200MG 60 COMPRIMIDOS RECUB PELIC BLISTER PVC/AL EFG,N05AH04,400,30,64.82,64.82
870105,SEROQUEL 200MG 60 COMPRIMIDOS RECUBIERTOS PELICULA,N05AH04,400,30,64.82,64.82
731555,SYCREST 10MG 60 COMPRIMIDOS SUBLINGUALES,N05AH05,20,30,156.32,156.32
653917,RISPERIDONA BENEL 6MG 30 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,36,24.59,24.59
661441,RISPERIDONA CINFA 1MG/ML 100ML 1 FRASCO SOLUCION ORAL EFG,N05AX08,5,20,13.66,13.66
661440,RISPERIDONA CINFA 1MG/ML 30ML 1 FRASCO SOLUCION ORAL EFG,N05AX08,5,6,4.11,4.11
661257,RISPERIDONA BENEL 1MG/ML 100ML 1 FRASCO SOLUCION ORAL EFG,N05AX08,5,20,13.66,13.66
660320,RISPERIDONA TEVA 6MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,72,49.17,49.17
660432,RISPERIDONA VIATRIS 1MG/ML 100ML 1 FRASCO SOLUCION ORAL EFG,N05AX08,5,20,13.66,13.66
711621,TRACTIVA 5MG 28 COMPRIMIDOS EFG,N05AX12,15,9.33,23.59,23.59
706320,ARIPIPRAZOL RATIO 15MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AX12,15,28,70.76,70.76
706271,ARIPIPRAZOL TEVAGEN 10MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AX12,15,18.66,47.18,47.18
706568,ARIZOL FLAS 10MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AX12,15,18.66,47.18,47.18
706567,ARIZOL FLAS 15MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AX12,15,28,70.76,70.76
720180,ZYKALOR 10MG 28 COMPRIMIDOS EFG,N05AX12,15,18.66,47.18,47.18
720181,ZYKALOR 15MG 28 COMPRIMIDOS EFG,N05AX12,15,28,70.76,70.76
