codigo_nacional_farmaco_cd,codigo_descripcion,atc_farmaco_dispensado_cd,ddd_nomenclator_nm,ddd_por_envase,pvp_nomenclator_nm,precio_por_envase_nm
758117,CLOZAPINA STADA 25MG 40 COMPRIMIDOS EFG,N05AH02,300,3.33,3.54,3.54
724290,CLOZAPINA AUROVITAS 100MG 40 COMPRIMIDOS EFG,N05AH02,300,13.33,14.17,14.17
724289,CLOZAPINA AUROVITAS 200MG 40 COMPRIMIDOS,N05AH02,300,26.66,28.35,28.35
725199,NEMEA 100MG 40 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH02,300,13.33,14.17,14.17
725201,NEMEA 200MG 40 COMPRIMIDOS BUCODISPERSABLES,N05AH02,300,26.66,28.35,28.35
725202,NEMEA 25MG 40 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH02,300,3.33,3.54,3.54
697422,LEPONEX 100MG 40 COMPRIMIDOS (PVC/PE/PVDC),N05AH02,300,13.33,14.17,14.17
697423,LEPONEX 25MG 40 COMPRIMIDOS (PVC/PE/PVDC),N05AH02,300,3.33,3.54,3.54
654779,CLOZABRAIN 50MG 40 COMPRIMIDOS BLISTER,N05AH02,300,6.66,7.09,7.09
670753,NEMEA 100MG 40 COMPRIMIDOS EFG,N05AH02,300,13.33,14.17,14.17
670750,NEMEA 25MG 40 COMPRIMIDOS EFG,N05AH02,300,3.33,3.54,3.54
758120,CLOZAPINA STADA 200MG 40 COMPRIMIDOS,N05AH02,300,26.66,28.35,28.35
658854,"OLANZAPINA KERN PHARMA 2,5MG 28 COMPRIMIDOS EFG",N05AH03,10,7,13.22,13.22
658855,OLANZAPINA KERN PHARMA 5MG 28 COMPRIMIDOS EFG,N05AH03,10,14,26.44,26.44
674572,ZYPREXA 10MG 28 COMPRIMIDOS RECUBIERTOS,N05AH03,10,28,52.89,52.89
674606,"ZYPREXA 7,5MG 56 COMPRIMIDOS RECUBIERTOS",N05AH03,10,42,79.33,79.33
674622,ZYPREXA 5MG 28 COMPRIMIDOS RECUBIERTOS,N05AH03,10,14,26.44,26.44
877001,"ZYPREXA 2,5MG 28 COMPRIMIDOS RECUBIERTOS",N05AH03,10,7,13.22,13.22
650748,"OLANZAPINA SANDOZ 2,5MG 28 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",N05AH03,10,7,13.22,13.22
650656,OLANZAPINA SANDOZ 5MG 28 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,N05AH03,10,14,26.44,26.44
650722,"OLANZAPINA SANDOZ 7,5MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG",N05AH03,10,42,79.33,79.33
673206,OLANZAPINA TEVA-RATIO 10MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,28,52.89,52.89
673203,OLANZAPINA TEVAGEN 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,28,52.89,52.89
673204,OLANZAPINA TEVAGEN 10MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,56,105.78,105.78
673199,"OLANZAPINA TEVAGEN 2,5MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG",N05AH03,10,7,13.22,13.22
673205,OLANZAPINA TEVA-RATIO 5MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,14,26.44,26.44
673200,OLANZAPINA TEVAGEN 5MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,14,26.44,26.44
672595,OLANZAPINA NORMON 10MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,28,52.89,52.89
712879,OLAZAX DISPERZI 15MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,42,79.33,79.33
688277,ZALASTA 15MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,42,79.33,79.33
688285,"ZALASTA 2,5MG 28 COMPRIMIDOS EFG",N05AH03,10,7,13.22,13.22
674564,ZYPREXA 10MG 56 COMPRIMIDOS RECUBIERTOS,N05AH03,10,56,105.78,105.78
889907,ZYPREXA VELOTAB 10MG 28 COMPRIMIDOS BUCODISPERSABLES,N05AH03,10,28,52.89,52.89
889949,ZYPREXA VELOTAB 5MG 28 COMPRIMIDOS BUCODISPERSABLES,N05AH03,10,14,26.44,26.44
651649,ZYPREXA VELOTAB 10MG 56 COMPRIMIDOS BUCODISPERSABLES,N05AH03,10,56,105.78,105.78
658857,"OLANZAPINA KERN PHARMA 7,5MG 56 COMPRIMIDOS EFG",N05AH03,10,42,79.33,79.33
658929,"OLANZAPINA QUALIGEN 2,5MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG",N05AH03,10,7,13.22,13.22
658931,OLANZAPINA QUALIGEN 5MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,14,26.44,26.44
658932,"OLANZAPINA QUALIGEN 7,5MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG",N05AH03,10,42,79.33,79.33
659117,OLANZAPINA NORMON 10MG 28 COMPRIMIDOS EFG,N05AH03,10,28,52.89,52.89
659118,OLANZAPINA NORMON 10MG 56 COMPRIMIDOS EFG,N05AH03,10,56,105.78,105.78
659114,"OLANZAPINA NORMON 2,5MG 28 COMPRIMIDOS EFG",N05AH03,10,7,13.22,13.22
659115,OLANZAPINA NORMON 5MG 28 COMPRIMIDOS EFG,N05AH03,10,14,26.44,26.44
659116,"OLANZAPINA NORMON 7,5MG 56 COMPRIMIDOS EFG",N05AH03,10,42,79.33,79.33
659364,ARENBIL 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,28,52.89,52.89
659365,ARENBIL 10MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,56,105.78,105.78
659361,"ARENBIL 2,5MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG",N05AH03,10,7,13.22,13.22
659362,ARENBIL 5MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,14,26.44,26.44
688282,ZALASTA 5MG 28 COMPRIMIDOS EFG,N05AH03,10,14,26.44,26.44
697273,OLANZAPINA AUROBINDO 15MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,42,79.33,79.33
697277,OLANZAPINA AUROBINDO 5MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,14,26.44,26.44
697680,OLANZAPINA NORMON 20MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,56,105.78,105.78
667666,OLANZAPINA KRKA 10MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,28,52.89,52.89
677622,ARENBIL FLAS 10MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,28,52.89,52.89
677623,ARENBIL FLAS 10MG 56 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,56,105.78,105.78
677621,ARENBIL FLAS 5MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,14,26.44,26.44
684838,OLANZAPINA CODRAMOL 10MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,28,52.89,52.89
684835,OLANZAPINA CODRAMOL 15MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,42,79.33,79.33
684840,OLANZAPINA CODRAMOL 5MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,14,26.44,26.44
686895,OLANZAPINA FLAS CINFA 15MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,42,79.33,79.33
686897,OLANZAPINA FLAS CINFA 20MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,56,105.78,105.78
659363,"ARENBIL 7,5MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG",N05AH03,10,42,79.33,79.33
658933,OLANZAPINA QUALIGEN 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,28,52.89,52.89
658934,OLANZAPINA QUALIGEN 10MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,56,105.78,105.78
659317,OLANZAPINA ALTER 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,28,52.89,52.89
659319,OLANZAPINA ALTER 10MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,56,105.78,105.78
659314,"OLANZAPINA ALTER 2,5MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG",N05AH03,10,7,13.22,13.22
659315,OLANZAPINA ALTER 5MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,14,26.44,26.44
659106,OLANZAPINA CINFA 10MG 28 COMPRIMIDOS EFG,N05AH03,10,28,52.89,52.89
658912,OLANZAPINA TARBIS FARMA 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,28,52.89,52.89
658973,OLANZAPINA STADA 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,28,52.89,52.89
689461,OLANZAPINA BENEL 15MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,42,79.33,79.33
689459,OLANZAPINA BENEL 10MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,28,52.89,52.89
689453,OLANZAPINA BENEL 5MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,14,26.44,26.44
667662,OLANZAPINA KRKA 10MG 28 COMPRIMIDOS EFG,N05AH03,10,28,52.89,52.89
667668,OLANZAPINA KRKA 10MG 56 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,56,105.78,105.78
667663,OLANZAPINA KRKA 10MG 56 COMPRIMIDOS EFG,N05AH03,10,56,105.78,105.78
667664,OLANZAPINA KRKA 5MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,14,26.44,26.44
667656,OLANZAPINA KRKA 5MG 28 COMPRIMIDOS EFG,N05AH03,10,14,26.44,26.44
667660,"OLANZAPINA KRKA 7,5MG 56 COMPRIMIDOS EFG",N05AH03,10,42,79.33,79.33
686791,OLANZAPINA PENSA 10MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,28,52.89,52.89
686789,OLANZAPINA PENSA 5MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,14,26.44,26.44
763984,ZYPREXA 5MG 28 COMPRIMIDOS RECUBIERTOS,N05AH03,10,14,26.44,26.44
716049,OLANZAPINA TEVA 15MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,42,79.33,79.33
716118,OLANZAPINA TEVA 20MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,56,105.78,105.78
758485,ZYPREXA VELOTAB 10MG 28 COMPRIMIDOS BUCODISPERSABLES,N05AH03,10,28,52.89,52.89
758484,ZYPREXA VELOTAB 10MG 56 COMPRIMIDOS BUCODISPERSABLES,N05AH03,10,56,105.78,105.78
766949,HALOPERIDOL PRODES 2MG/ML 15ML 1 FRASCO SOLUCION GOTAS ORALES,N05AD01,8,3.75,2.26,2.26
989608,HALOPERIDOL ESTEVE 2MG/1ML 15ML 1 FRASCO SOLUCION GOTAS ORALES,N05AD01,8,3.75,2.26,2.26
716974,LATUDA 74MG 28 COMPRIMIDOS RECUBIERTOS PELICULA,N05AE05,60,34.53,37.84,37.84
716976,"LATUDA 18,5MG 28 COMPRIMIDOS RECUBIERTOS PELICULA",N05AE05,60,8.63,37.84,37.84
716975,LATUDA 37MG 28 COMPRIMIDOS RECUBIERTOS PELICULA,N05AE05,60,17.26,37.84,37.84
765538,"OLANZAPINA TEVA 7,5MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG",N05AH03,10,42,79.33,79.33
688992,OLANZAPINA BLUEFISH 5MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,14,26.44,26.44
688994,OLANZAPINA BLUEFISH 10MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,28,52.89,52.89
688995,OLANZAPINA BLUEFISH 10MG 56 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,56,105.78,105.78
673191,"OLANZAPINA TEVA-RATIO 7,5MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG",N05AH03,10,42,79.33,79.33
663621,OLANZAPINA VIATRIS 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,28,52.89,52.89
658890,OLANZAPINA ARISTO 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,28,52.89,52.89
658891,OLANZAPINA ARISTO 10MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,56,105.78,105.78
658887,"OLANZAPINA ARISTO 2,5MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG",N05AH03,10,7,13.22,13.22
658888,OLANZAPINA ARISTO 5MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,14,26.44,26.44
673190,OLANZAPINA TEVA-RATIO 5MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,14,26.44,26.44
693431,OLANZAPINA FLAS VIATRIS 5MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,14,26.44,26.44
697384,QUETIAPINA FAIR-MED 300MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH04,400,45,97.22,97.22
705643,QUETIAPINA AUROVITAS PHARMA 150MG 60 COMPRIMIDOS LIBERAC PROLONGAD EFG,N05AH04,400,22.5,48.61,48.61
663622,OLANZAPINA VIATRIS 10MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,56,105.78,105.78
663619,OLANZAPINA VIATRIS 5MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,14,26.44,26.44
663620,"OLANZAPINA VIATRIS 7,5MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG",N05AH03,10,42,79.33,79.33
836122,RISPERDAL 6MG 30 COMPRIMIDOS RECUBIERTOS PELICULA,N05AX08,5,36,24.59,24.59
765440,LURASIDONA TEVA 37MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AE05,60,17.26,37.84,37.84
765441,LURASIDONA TEVA 74MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AE05,60,34.53,37.84,37.84
765697,"LURASIDONA CINFA 18,5MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG",N05AE05,60,8.63,37.84,37.84
765698,LURASIDONA CINFA 37MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AE05,60,17.26,37.84,37.84
764463,LURASIDONA TECNIGEN 37MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AE05,60,17.26,37.84,37.84
764465,LURASIDONA TECNIGEN 74MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AE05,60,34.53,37.84,37.84
765439,"LURASIDONA TEVA 18,5MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG",N05AE05,60,8.63,37.84,37.84
764462,"LURASIDONA TECNIGEN 18,5MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG",N05AE05,60,8.63,37.84,37.84
693001,OLANZAPINA SANOVEL 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,28,52.89,52.89
693002,OLANZAPINA SANOVEL 10MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,56,105.78,105.78
692991,OLANZAPINA SANOVEL 5MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,14,26.44,26.44
693004,"OLANZAPINA SANOVEL 7,5MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG",N05AH03,10,42,79.33,79.33
706470,ARIPIPRAZOL PENSA 10MG 28 COMPRIMIDOS EFG,N05AX12,15,18.66,56.36,56.36
706471,ARIPIPRAZOL PENSA 15MG 28 COMPRIMIDOS EFG,N05AX12,15,28,84.53,84.53
706469,ARIPIPRAZOL PENSA 5MG 28 COMPRIMIDOS EFG,N05AX12,15,9.33,28.18,28.18
705639,QUETIAPINA AUROVITAS PHARMA 200MG 60 COMPRIMIDOS LIBERAC PROLONGAD EFG,N05AH04,400,30,64.82,64.82
705641,QUETIAPINA AUROVITAS PHARMA 300MG 60 COMPRIMIDOS LIBERAC PROLONGAD EFG,N05AH04,400,45,97.22,97.22
705642,QUETIAPINA AUROVITAS PHARMA 400MG 60 COMPRIMIDOS LIBERAC PROLONGAD EFG,N05AH04,400,60,129.63,129.63
705644,QUETIAPINA AUROVITAS PHARMA 50MG 10 COMPRIMIDOS LIBERAC PROLONGADA EFG,N05AH04,400,1.25,2.7,2.7
705645,QUETIAPINA AUROVITAS PHARMA 50MG 60 COMPRIMIDOS LIBERAC PROLONGADA EFG,N05AH04,400,7.5,16.2,16.2
699850,QUETIAPINA FAIR-MED 100MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH04,400,15,32.41,32.41
697354,QUETIAPINA FAIR-MED 150MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH04,400,22.5,48.61,48.61
697366,QUETIAPINA FAIR-MED 200MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH04,400,30,64.82,64.82
699849,QUETIAPINA FAIR-MED 25MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH04,400,3.75,8.1,8.1
695792,QUETIAPINA KERN PHARMA 300MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG,N05AH04,400,45,97.22,97.22
682329,QUETIAPINA ARISTO 100MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH04,400,15,32.41,32.41
682359,QUETIAPINA ARISTO 200MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH04,400,30,64.82,64.82
664025,AMISULPRIDA MYLAN PHARMACEUTICALS 100MG 60 COMPRIMIDOS EFG,N05AL05,400,15,19.94,19.94
664026,AMISULPRIDA MYLAN PHARMACEUTICALS 200MG 60 COMPRIMIDOS EFG,N05AL05,400,30,39.87,39.87
664027,AMISULPRIDA MYLAN PHARMACEUTICALS 400MG 30 COMPRIMIDOS RECUB PELIC EFG,N05AL05,400,30,39.87,39.87
651341,"RISPERIDONA FARMALIDER 0,5MG 60 COMPRIMIDOS RECUBIERTOS PELICULA",N05AX08,5,6,4.11,4.11
651342,RISPERIDONA FARMALIDER 2MG 20 COMPRIMIDOS RECUBIERTOS PELICULA,N05AX08,5,8,5.46,5.46
651344,RISPERIDONA FARMALIDER 4MG 30 COMPRIMIDOS RECUBIERTOS PELICULA,N05AX08,5,24,16.44,16.44
659273,RISPERIDONA ARISTO 1MG/ML 100ML 1 FRASCO SOLUCION ORAL EFG,N05AX08,5,20,13.66,13.66
659272,RISPERIDONA ARISTO 1MG/ML 30ML 1 FRASCO SOLUCION ORAL EFG,N05AX08,5,6,4.11,4.11
661255,RISPERIDONA BENEL 1MG/ML 30ML 1 FRASCO SOLUCION ORAL EFG,N05AX08,5,6,4.11,4.11
689412,ZIPRASIDONA NORMON 80MG 56 CAPSULAS DURAS EFG,N05AE04,80,56,131.32,131.32
694321,OLANZAPINA VIR 15MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,42,79.33,79.33
694318,OLANZAPINA VIR 5MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,14,26.44,26.44
765535,"OLANZAPINA TEVA 2,5MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG",N05AH03,10,7,13.22,13.22
682375,QUETIAPINA ARISTO 300MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH04,400,45,97.22,97.22
767495,SYCREST 10MG 60 COMPRIMIDOS SUBLINGUALES,N05AH05,20,30,156.32,156.32
767496,SYCREST 5MG 60 COMPRIMIDOS SUBLINGUALES,N05AH05,20,15,156.32,156.32
763360,RISPERIDONA GRINDEKS 1MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,12,8.2,8.2
763362,RISPERIDONA GRINDEKS 2MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,24,16.39,16.39
763364,RISPERIDONA GRINDEKS 3MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,36,24.59,24.59
763368,RISPERIDONA GRINDEKS 6MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,72,49.17,49.17
662467,RISPERIDONA FLAS MYLAN PHARM 1MG 56 COMPRIMIDOS BUCODISPERSABLES EFG,N05AX08,5,11.2,7.7,7.7
662464,RISPERIDONA FLAS MYLAN PHARM 2MG 56 COMPRIMIDOS BUCODISPERSABLES EFG,N05AX08,5,22.4,15.39,15.39
706263,ADEXYL 10MG 28 COMPRIMIDOS EFG,N05AX12,15,18.66,47.18,47.18
706265,ADEXYL 15MG 28 COMPRIMIDOS EFG,N05AX12,15,28,70.76,70.76
706264,ADEXYL 5MG 28 COMPRIMIDOS EFG,N05AX12,15,9.33,23.59,23.59
766405,INVEGA 9MG 28 COMPRIMIDOS LIBERACION PROLONGADA,N05AX13,6,42,82.75,82.75
724741,RXULTI 3MG 28 COMPRIMIDOS RECUBIERTOS PELICULA,N05AX16,3,28,43.48,43.48
724742,RXULTI 4MG 28 COMPRIMIDOS RECUBIERTOS PELICULA,N05AX16,3,37.33,43.48,43.48
724739,RXULTI 2MG 28 COMPRIMIDOS RECUBIERTOS PELICULA,N05AX16,3,18.66,43.48,43.48
730293,RXULTI 1MG 28 COMPRIMIDOS RECUBIERTOS PELICULA,N05AX16,3,9.33,43.48,43.48
724707,RXULTI 1MG 10 COMPRIMIDOS RECUBIERTOS PELICULA,N05AX16,3,3.33,15.53,15.53
673790,OLANZAPINA FLAS ARISTO 5MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,14,26.44,26.44
694320,OLANZAPINA VIR 10MG 56 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,56,105.78,105.78
767619,QUETIAPINA NORMON 50MG 60 COMPRIMIDOS RECUBIERTOS PELICULA,N05AH04,400,7.5,16.2,16.2
714497,QUETIAPINA ARISTO 50MG 10 COMPRIMIDOS LIBERACION PROLONGADA EFG,N05AH04,400,1.25,2.7,2.7
714504,QUETIAPINA ARISTO 50MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG,N05AH04,400,7.5,16.2,16.2
714516,QUETIAPINA ARISTO 300MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG,N05AH04,400,45,97.22,97.22
714530,QUETIAPINA ARISTO 400MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG,N05AH04,400,60,129.63,129.63
661152,AMISULPRIDA RATIOPHARM 400MG 30 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AL05,400,30,39.87,39.87
767415,ABILIFY 30MG 28 COMPRIMIDOS,N05AX12,15,56,141.53,141.53
734111,ATILDON 5MG 28 COMPRIMIDOS EFG,N05AX12,15,9.33,23.59,23.59
731720,BACEQ 100MG 1 JERINGA PREC+2 AGUJAS SUSP INYECT LIBERACION PROLONGADA,N05AX13,2.5,40,187.29,187.29
731717,BACEQ 150MG 1 JERINGA PREC+2 AGUJAS SUSP INYECT LIBERACION PROLONGADA,N05AX13,2.5,60,262.27,262.27
767307,INVEGA 6MG 28 COMPRIMIDOS LIBERACION PROLONGADA,N05AX13,6,28,55.17,55.17
767306,INVEGA 9MG 28 COMPRIMIDOS LIBERACION PROLONGADA,N05AX13,6,42,82.75,82.75
721754,PALIPERIDONA TEVA 6MG 28 COMPRIMIDOS LIBERACION PROLONGADA EFG,N05AX13,6,28,55.17,55.17
661761,QUETIAPINA STADA 100MG 60 COMPRIMIDOS RECUB PELIC BLISTER AL/AL EFG,N05AH04,400,15,32.41,32.41
650731,ARKETIN 6MG 60 COMPRIMIDOS RECUBIERTOS CON PELICULA,N05AX08,5,72,175.48,175.48
652360,ATORNIL 1MG 20 COMPRIMIDOS,N05AX08,5,4,3.12,3.12
652361,ATORNIL 1MG 60 COMPRIMIDOS,N05AX08,5,12,8.32,8.32
652151,RISPERDAL FLAS 3MG 28 COMPRIMIDOS BUCODISPERSABLES,N05AX08,5,16.8,11.58,11.58
653962,"RISPERIDONA ASOL 0,5MG 56 COMPRIMIDOS RECUBIERTOS PELICULA",N05AX08,5,5.6,3.89,3.89
653952,"RISPERIDONA SUMOL 0,5MG 56 COMPRIMIDOS RECUBIERTOS PELICULA",N05AX08,5,5.6,7.46,7.46
653050,RISPERIDONA MYLAN 4MG 28 COMPRIMIDOS RECUBIERTOS PELICULA,N05AX08,5,22.4,15.52,15.52
658974,OLANZAPINA STADA 10MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,56,105.78,105.78
658938,OLANZAPINA DARI PHARMA 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,28,52.89,52.89
687967,QUETIAPINA CINFA 200MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG,N05AH04,400,30,64.82,64.82
661764,QUETIAPINA STADA 200MG 60 COMPRIM REC PEL BLISTER PVC/AL EFG,N05AH04,400,30,64.82,64.82
870089,SEROQUEL 100MG 60 COMPRIMIDOS RECUBIERTOS PELICULA,N05AH04,400,15,32.41,32.41
713115,SEROQUEL 300MG 60 COMPRIMIDOS RECUBIERTOS CON PELICULA,N05AH04,400,45,97.22,97.22
655971,CALMAPRIDE 3MG 20 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,12,8.23,8.23
653919,RISPERIDONA BENEL 3MG 20 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,12,8.2,8.2
659715,RISPERIDONA FARMALID 1MG/ML 30ML 1 FRASCO SOLUCION ORAL,N05AX08,5,6,4.11,4.11
705999,APALOZ 15MG 28 COMPRIMIDOS EFG,N05AX12,15,28,70.76,70.76
720215,"REAGILA 1,5MG 28 CAPSULAS DURAS",N05AX15,3,14,65.13,65.13
720214,"REAGILA 1,5MG 7 CAPSULAS DURAS",N05AX15,3,3.5,16.28,16.28
670307,SERDOLECT 4MG 98 COMPRIMIDOS RECUBIERTOS CON PELICULA,N05AE03,16,24.5,156.58,156.58
651187,RISPERIDONA MABO 3MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,36,97.4,97.4
676539,QUETIAPINA APOTEX 150MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH04,400,22.5,48.91,48.91
667472,QUETIAPINA ARROW 25MG 60 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,N05AH04,400,3.75,8.12,8.12
663789,OLANZAPINA MABO 20MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,56,106,106
653488,RISPERIDONA DECROX 3MG 60 COMPRIMIDOS RECUBIERTOS PELIC EFG,N05AX08,5,36,39.76,39.76
653990,RISPERIDONA TECNIGEN 6MG 30 COMPRIMIDOS RECUBIERT PELIC EFG,N05AX08,5,36,24.95,24.95
653991,RISPERIDONA TECNIGEN 6MG 60 COMPRIMIDOS RECUBIERT PELIC EFG,N05AX08,5,72,49.88,49.88
672761,RISPERIDONA FARMALTER 1MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,12,8.32,8.32
665967,XEPLION 150MG 1 JER PREC + 2 AGUJ SUSPENS INYECT LIBERACION PROLONGADA,N05AX13,2.5,40,519.97,519.97
664547,PSICOTRIC 25MG 60 COMPRIMIDOS RECUB PELICULA BLISTER AI/AI EFG,N05AH04,400,3.75,8.1,8.1
