codigo_nacional_farmaco_cd,codigo_descripcion,atc_farmaco_dispensado_cd,ddd_nomenclator_nm,ddd_por_envase,pvp_nomenclator_nm,precio_por_envase_nm
653219,FLUOXETINA MABO 20MG 60 CAPSULAS DURAS EFG,N06AB03,20,60,5.25,5.25
762837,CITALOPRAM NORMON 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB04,20,14,2.56,2.56
732042,CITALOPRAM TARBIS FARMA 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB04,20,28,5.12,5.12
732043,CITALOPRAM TARBIS FARMA 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB04,20,56,10.24,10.24
732044,CITALOPRAM TARBIS FARMA 30MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB04,20,42,7.68,7.68
732045,CITALOPRAM TARBIS FARMA 30MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB04,20,84,15.36,15.36
729671,CITALOPRAM COMBIX 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB04,20,56,10.24,10.24
720423,CITALOPRAM AUROVITAS 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB04,20,28,5.12,5.12
720427,CITALOPRAM AUROVITAS 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB04,20,56,10.24,10.24
724635,CITALOPRAM AUROVITAS 30MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB04,20,84,15.36,15.36
714987,CITALOPRAM NORMON 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB04,20,56,10.24,10.24
834770,CITALOPRAM EDIGEN 40MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB04,20,56,10.24,10.24
798249,CITALOPRAM ARISTO 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB04,20,56,10.24,10.24
662384,PAROXETINA ALMUS 20MG 28 COMPRIMIDOS RECUBIERTOS PELICUL EFG,N06AB05,20,28,6.09,6.09
662385,PAROXETINA ALMUS 20MG 56 COMPRIMIDOS RECUBIERTOS PELICUL EFG,N06AB05,20,56,12.18,12.18
658134,PAROXETINA ZENTIVA 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB05,20,28,6.09,6.09
658135,PAROXETINA ZENTIVA 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB05,20,56,12.18,12.18
658546,PAROXETINA MABO 10MG 30 COMPRIMIDOS EFG,N06AB05,20,15,3.26,3.26
658547,PAROXETINA MABO 20MG 28 COMPRIMIDOS EFG,N06AB05,20,28,6.09,6.09
661183,PAROXETINA QUALIGEN 20MG 56 COMPRIMIDOS RECUBIERT PELIC EFG,N06AB05,20,56,12.18,12.18
659671,PAROXETINA ALTER 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB05,20,56,12.18,12.18
652266,PAROXETINA NORMON 20MG 56 COMPRIMIDOS RECUBIERTOS PELIC EFG,N06AB05,20,56,12.18,12.18
658548,PAROXETINA MABO 20MG 56 COMPRIMIDOS EFG,N06AB05,20,56,12.18,12.18
658550,PAROXETINA MABO 40MG 28 COMPRIMIDOS,N06AB05,20,56,12.18,12.18
663945,ESCITALOPRAM PENSA 15MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,42,13.11,13.11
663946,ESCITALOPRAM PENSA 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,56,17.48,17.48
663982,ESCITALOPRAM NORMON 10MG 28 COMPRIMIDOS RECUBIERT PELIC EFG,N06AB10,10,28,8.74,8.74
663984,ESCITALOPRAM NORMON 15MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,42,13.11,13.11
663987,ESCITALOPRAM NORMON 20MG 28 COMPRIMIDOS RECUBIERT PELIC EFG,N06AB10,10,56,17.48,17.48
663983,ESCITALOPRAM NORMON 10MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,56,17.48,17.48
663985,ESCITALOPRAM NORMON 15MG 56 COMPRIMIDOS RECUBIERTOS PELIC EFG,N06AB10,10,84,26.23,26.23
665348,ESCITALOPRAM FARMALIDER 20MG 28 COMPRIMIDOS RECUB PELICULA BLISTER EFG,N06AB10,10,56,17.48,17.48
665704,ESCITALOPRAM APOTEX 15MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,42,13.11,13.11
665706,ESCITALOPRAM APOTEX 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,56,17.48,17.48
665707,ESCITALOPRAM APOTEX 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,112,34.97,34.97
664036,ESCITALOPRAM VIR PHARMA 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,28,8.74,8.74
664031,ESCITALOPRAM VIR PHARMA 15MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,42,13.11,13.11
700125,ESCITALOPRAM ALTER GENERICOS 15MG 56 COMPRIMIDOS RECUB PELICULA EFG,N06AB10,10,84,26.23,26.23
682114,ESCITALOPRAM AMNEAL 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,28,8.74,8.74
709448,ESCITALOPRAM AMNEAL 10MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,56,17.48,17.48
682136,ESCITALOPRAM AMNEAL 15MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,42,13.11,13.11
709449,ESCITALOPRAM AMNEAL 15MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,84,26.23,26.23
709760,ESCITALOPRAM AMNEAL 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,112,34.97,34.97
693254,ESCITALOPRAM TECNIGEN 10MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,56,17.48,17.48
693255,ESCITALOPRAM TECNIGEN 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,112,34.97,34.97
689193,ESCITALOPRAM CINFA 10MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,56,17.48,17.48
689191,ESCITALOPRAM CINFA 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,112,34.97,34.97
689192,ESCITALOPRAM CINFA 15MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,84,26.23,26.23
692292,ESCITALOPRAM AUROVITAS SPAIN 20MG 56 COMPRIMIDOS RECUB PELICULA EFG,N06AB10,10,112,34.97,34.97
680454,REXER 30MG 30 COMPRIMIDOS RECUBIERTOS PELICULA,N06AX11,30,30,17.05,17.05
761924,REXER FLAS 15MG 30 COMPRIMIDOS BUCODISPERSABLES,N06AX11,30,15,8.52,8.52
760322,REXER FLAS 30MG 30 COMPRIMIDOS BUCODISPERSABLES,N06AX11,30,30,17.05,17.05
805382,MIRTAZAPINA STADA 30MG 30 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AX11,30,30,17.05,17.05
812404,MIRTAZAPINA DAVUR 30MG 30 COMPRIMIDOS RECUBIERTOS PELIC EFG,N06AX11,30,30,17.05,17.05
650206,MIRTAZAPINA SANDOZ FARMACEUTICA 30MG 30 COMPRIMIDOS RECUB PELICULA EFG,N06AX11,30,30,17.05,17.05
650204,MIRTAZAPINA SANDOZ FARMACEUTICA 15MG 30 COMPRIMIDOS RECUB PELICULA EFG,N06AX11,30,15,8.52,8.52
839464,MIRTAZAPINA SANDOZ 30MG 30 COMPRIMIDOS RECUBIERT PELICUL EFG,N06AX11,30,30,17.05,17.05
839480,MIRTAZAPINA SANDOZ 45MG 30 COMPRIMIDOS RECUBIERT PELICUL EFG,N06AX11,30,45,25.57,25.57
652091,MIRTAZAPINA ARISTO 15MG 30 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AX11,30,15,8.52,8.52
652092,MIRTAZAPINA ARISTO 15MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AX11,30,30,17.05,17.05
653310,MIRTAZAPINA RATIOPHARM 30MG 30 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AX11,30,30,17.05,17.05
652102,MIRTAZAPINA ARISTO 30MG 30 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AX11,30,30,17.05,17.05
764261,MIRTAZAPINA TARBIS 30MG 30 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AX11,30,30,17.05,17.05
758613,BUPROPION SANDOZ 300MG 30 COMPRIMIDOS LIBERACION MODIFICADA EFG,N06AX12,300,30,26.01,26.01
727673,BUPROPION TEVA 150MG 30 COMPRIMIDOS LIBERACION MODIFICADA EFG,N06AX12,300,15,13,13
714176,BUPROPION CINFA 150MG 30 COMPRIMIDOS LIBERACION MODIFICADA EFG,N06AX12,300,15,13,13
706437,BUPROPION SANDOZ 150MG 30 COMPRIMIDOS LIBERACION MODIFICADA EFG,N06AX12,300,15,13,13
724272,BUPROPION TEVA 300MG 30 COMPRIMIDOS LIBERACION MODIFICADA EFG,N06AX12,300,30,26.01,26.01
893891,ZYNTABAC 150MG 60 COMPRIMIDOS LIBERACION PROLONGADA,N06AX12,300,30,26.01,26.01
893875,ZYNTABAC 150MG 30 COMPRIMIDOS LIBERACION PROLONGADA,N06AX12,300,15,13,13
703795,"ZINOSAL 12,5MG 90 COMPRIMIDOS RECUBIERTOS PELICULA (PVC/PVDC/AL) EFG",N06AX14,37.5,30,22.48,22.48
726028,VENLAFAXINA RETARD SANDOZ 75MG 30 CAPSULAS DURAS LIBERAC PROLONGAD EFG,N06AX16,100,22.5,9.59,9.59
672042,VENLAFAXINA RETARD ALTER GEN 75MG 30 CAPSULAS DURAS LIBER PROLONG EFG,N06AX16,100,22.5,9.59,9.59
653205,ARAFAXINA RETARD 150MG 30 CAPSULAS LIBERACION PROLONGADA EFG,N06AX16,100,45,19.15,19.15
653197,ARAFAXINA RETARD 75MG 30 CAPSULAS LIBERACION PROLONGADA EFG,N06AX16,100,22.5,9.59,9.59
659784,VENLAFAXINA RETARD DAVUR 75MG 30 CAPSULAS LIBERACION PROLONGADA EFG,N06AX16,100,22.5,9.59,9.59
659913,VENLAFAXINA RETARD RATIOPHARM 75MG 30 CAPSULAS LIBERACION PROLONG EFG,N06AX16,100,22.5,9.59,9.59
660871,VENLABRAIN RETARD 225MG 30 COMPRIMIDOS LIBERACION PROLONGADA,N06AX16,100,67.5,28.74,28.74
660873,VENLABRAIN RETARD 75MG 30 COMPRIMIDOS LIBERACION PROLONGADA,N06AX16,100,22.5,9.59,9.59
660627,VENLAFAXINA RETARD COMBIX 150MG 30 CAPSULAS LIBER PROLON EFG,N06AX16,100,45,19.15,19.15
719726,DULOTEX 30MG 28 COMPRIMIDOS GASTRORRESISTENTES,N06AX21,60,14,13.36,13.36
719727,DULOTEX 60MG 28 COMPRIMIDOS GASTRORRESISTENTES,N06AX21,60,28,26.73,26.73
719679,OXITRIL 30MG 28 COMPRIMIDOS GASTRORRESISTENTES,N06AX21,60,14,13.36,13.36
719678,OXITRIL 30MG 7 COMPRIMIDOS GASTRORRESISTENTES,N06AX21,60,3.5,3.34,3.34
719680,OXITRIL 60MG 28 COMPRIMIDOS GASTRORRESISTENTES,N06AX21,60,28,26.73,26.73
706116,DULOXETINA TEVA 60MG 28 CAPSULAS DURAS GASTRORRE (PVC/ACLA/PVC/AL) EFG,N06AX21,60,28,26.73,26.73
706153,DULOXETINA KERN PHARMA 30MG 28 CAPSULAS DURAS GASTRORRESISTENTES EFG,N06AX21,60,14,13.36,13.36
706156,DULOXETINA KERN PHARMA 60MG 28 CAPSULAS DURAS GASTRORRESISTENTES EFG,N06AX21,60,28,26.73,26.73
709728,DULXETENON 30MG 28 CAPSULAS DURAS GASTRORRESISTENTES EFG,N06AX21,60,14,13.36,13.36
709729,DULXETENON 60MG 28 CAPSULAS DURAS GASTRORRESISTENTES EFG,N06AX21,60,28,26.73,26.73
873901,CITALOPRAM SANDOZ 30MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB04,20,84,15.36,15.36
765154,PAROXETINA DAVURGAMA 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB05,20,28,6.09,6.09
765155,PAROXETINA DAVURGAMA 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB05,20,56,12.18,12.18
664028,ESCITALOPRAM VIR PHARMA 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,56,17.48,17.48
664197,ESCITALOPRAM DAVUR 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,56,17.48,17.48
664245,ESCITALOPRAM TEVA 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,28,8.74,8.74
685086,ESCITALOPRAM ALMUS 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,28,8.74,8.74
684785,ESCITALOPRAM COMBIX 15MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,84,26.23,26.23
696457,ESCITALOPRAM MEIJI 15MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N06AB10,10,42,13.11,13.11
764219,"VENLAFAXINA RETARD NORMOGEN 37,5MG 30 CAPSULAS DURAS LIBERAC PROLO EFG",N06AX16,100,11.25,4.79,4.79
757406,VENLAFAXINA RETARD TEVA-RATIOPHARM 150MG 30 CAPSULAS LIBERAC MODIFICAD,N06AX16,100,45,19.15,19.15
719142,VENLAFAXINA RETARD STADAGEN 150MG 30 CAPSULAS LIBER PROLON (AL-PVC/PVD,N06AX16,100,45,19.15,19.15
662053,VENLAFAXINA RETARD QUALIGEN 75MG 30 CAPSULAS LIBER PROLO EFG,N06AX16,100,22.5,9.59,9.59
707741,DULOXETINA ZENTIVA 60MG 28 CAPSULAS DURAS GASTRORRESISTENTES EFG,N06AX21,60,28,26.73,26.73
708605,DULOXETINA COMBIX 30MG 28 CAPSULAS DURAS GASTRORRES (PVC/PVDC-AL) EFG,N06AX21,60,14,13.36,13.36
708600,DULOXETINA COMBIX 30MG 7 CAPSULAS DURAS GASTRORRESIS (PVC/PVDC-AL) EFG,N06AX21,60,3.5,3.34,3.34
661875,CITALOPRAM APOTEX 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB04,20,56,10.24,10.24
654397,CITALOPRAM CINFA 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB04,20,56,10.24,10.24
843557,CITALOPRAM KERN PHARMA 20MG 56 COMPRIMIDOS RECUB PELICUL EFG,N06AB04,20,56,10.24,10.24
855130,CITALOPRAM KERN PHARMA 30MG 56 COMPRIMIDOS RECUB PELICUL EFG,N06AB04,20,84,15.36,15.36
663406,CITALOPRAM STADA 20MG 56 COMPRIMIDOS RECUBIERTOS PELICUL EFG,N06AB04,20,56,10.24,10.24
677288,CITALOPRAM CINFA 30MG 56 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,N06AB04,20,84,15.36,15.36
677466,CITALOPRAM PENSA 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB04,20,56,10.24,10.24
661874,CITALOPRAM APOTEX 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB04,20,28,5.12,5.12
656889,CITALOPRAM TARBIS 20MG 28 COMPRIMIDOS RECUBIERTOS PELIC EFG,N06AB04,20,28,5.12,5.12
662187,CITALOPRAM AUROVITAS SPAIN 20MG 28 COMPRIMIDOS RECUBIERTOS PELICUL EFG,N06AB04,20,28,5.12,5.12
836585,TOFRANIL 25MG 50 COMPRIMIDOS RECUBIERTOS,N06AA02,100,12.5,2.11,2.11
836593,TOFRANIL 50MG 30 COMPRIMIDOS,N06AA02,100,15,3.01,3.01
959833,ANAFRANIL 25MG 40 COMPRIMIDOS RECUBIERTOS,N06AA04,100,10,4.14,4.14
959825,ANAFRANIL 25MG 6 AMPOLLAS 2ML SOLUCION INYECTABLE,N06AA04,100,1.5,3.04,3.04
707646,ANAFRANIL 10MG 50 COMPRIMIDOS RECUBIERTOS,N06AA04,100,5,3.87,3.87
695742,ANAFRANIL 75MG 28 COMPRIMIDOS LIBERACION PROLONGADA,N06AA04,100,21,9.49,9.49
830836,SURMONTIL 25MG 50 COMPRIMIDOS RECUBIERTOS PELICULA,N06AA06,150,8.33,2.14,2.14
939165,TRYPTIZOL 50MG 30 COMPRIMIDOS RECUBIERTOS PELICULA,N06AA09,75,20,2.5,2.5
840504,TRYPTIZOL 25MG 60 COMPRIMIDOS RECUBIERTOS PELICULA,N06AA09,75,20,2.23,2.23
939157,TRYPTIZOL 75MG 30 COMPRIMIDOS RECUBIERTOS PELICULA,N06AA09,75,30,3.12,3.12
840488,TRYPTIZOL 10MG 24 COMPRIMIDOS RECUBIERTOS PELICULA,N06AA09,75,3.2,1.06,1.06
840496,TRYPTIZOL 25MG 24 COMPRIMIDOS RECUBIERTOS PELICULA,N06AA09,75,8,1.56,1.56
656720,DEPRELIO 25MG 30 CAPSULAS,N06AA09,75,10,2.5,2.5
761254,NORFENAZIN 25MG 30 COMPRIMIDOS,N06AA10,75,10,2.06,2.06
761247,NORFENAZIN 10MG 30 COMPRIMIDOS,N06AA10,75,4,1.86,1.86
824219,SINEQUAN 25MG 100 CAPSULAS,N06AA12,100,25,4.09,4.09
824227,SINEQUAN 25MG 30 CAPSULAS,N06AA12,100,7.5,2.33,2.33
999110,PROTHIADEN 75MG 28 COMPRIMIDOS RECUBIERTOS,N06AA16,150,14,3.12,3.12
653883,CITALOPRAM RATIO 30MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB04,20,84,15.36,15.36
830927,CITALOPRAM VIATRIS 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB04,20,56,10.24,10.24
663537,CITALOPRAM NORMON 30MG 56 COMPRIMIDOS RECUBIERTOS PELICU EFG,N06AB04,20,84,15.36,15.36
650539,CITALOPRAM TEVA-RIMAFAR 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB04,20,56,10.24,10.24
926295,CITALOPRAM STADA 30MG 56 COMPRIMIDOS RECUBIERTOS PELICUL EFG,N06AB04,20,84,15.36,15.36
659662,SEREGRA 20MG 14 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,N06AB04,20,14,2.56,2.56
659666,SEREGRA 30MG 14 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,N06AB04,20,21,3.84,3.84
654325,CITALOPRAM VIR PHARMA 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB04,20,14,2.56,2.56
654395,CITALOPRAM CINFA 20MG 14 COMPRIMIDOS RECUBIERTOS PELICUL EFG,N06AB04,20,14,2.56,2.56
654396,CITALOPRAM CINFA 20MG 28 COMPRIMIDOS RECUBIERTOS PELICUL EFG,N06AB04,20,28,5.12,5.12
654329,CITALOPRAM COMBIX 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB04,20,28,5.12,5.12
654398,CITALOPRAM CINFA 30MG 28 COMPRIMIDOS RECUBIERTOS PELICUL EFG,N06AB04,20,42,7.68,7.68
726348,PAROXETINA TEVA-RIMAFAR 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB05,20,28,6.09,6.09
726349,PAROXETINA TEVA-RIMAFAR 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB05,20,56,12.18,12.18
713930,PAROXETINA AUROVITAS 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB05,20,28,6.09,6.09
713931,PAROXETINA AUROVITAS 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB05,20,56,12.18,12.18
713932,PAROXETINA AUROVITAS 30MG 14 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB05,20,21,4.57,4.57
713934,PAROXETINA AUROVITAS 30MG 28 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB05,20,42,9.13,9.13
722196,PAROXETINA BLUEPHARMA 20MG 14 COMPRIMIDOS RECUBIERTOS PELIC EFG,N06AB05,20,14,3.04,3.04
722197,PAROXETINA BLUEPHARMA 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB05,20,28,6.09,6.09
722198,PAROXETINA BLUEPHARMA 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB05,20,56,12.18,12.18
704287,PAROXETINA STADAGEN 10MG 30 COMPRIMIDOS EFG,N06AB05,20,15,3.26,3.26
663863,PAROXETINA RATIOPHARM 20MG 56 COMPRIMIDOS RECUB PELIC (BLISTER) EFG,N06AB05,20,56,12.18,12.18
691272,PAROXETINA STADAGEN 40MG 28 COMPRIMIDOS,N06AB05,20,56,12.18,12.18
691267,PAROXETINA STADAGEN 20MG 28 COMPRIMIDOS EFG,N06AB05,20,28,6.09,6.09
691268,PAROXETINA STADAGEN 20MG 56 COMPRIMIDOS EFG,N06AB05,20,56,12.18,12.18
691270,PAROXETINA STADAGEN 30MG 28 COMPRIMIDOS,N06AB05,20,42,9.13,9.13
991240,LUDIOMIL 75MG 28 COMPRIMIDOS,N06AA21,100,21,6.38,6.38
782409,LUDIOMIL 25MG 30 COMPRIMIDOS,N06AA21,100,7.5,3,3
983056,RENEURON 20MG 14 CAPSULAS DURAS,N06AB03,20,14,2.5,2.5
801100,RENEURON 20MG 28 CAPSULAS DURAS,N06AB03,20,28,2.5,2.5
660118,FLUOXETINA CINFA 20MG 14 CAPSULAS DURAS EFG,N06AB03,20,14,2.5,2.5
660134,FLUOXETINA CINFA 20MG 28 CAPSULAS DURAS EFG,N06AB03,20,28,2.5,2.5
877589,FLUOXETINA TARBIS 20MG 14 CAPSULAS DURAS EFG,N06AB03,20,14,2.5,2.5
901652,FLUOXETINA ALMUS 20MG 28 CAPSULAS DURAS EFG,N06AB03,20,28,2.5,2.5
901850,FLUOXETINA KERN PHARMA 20MG 60 CAPSULAS GELATINA DURA EFG,N06AB03,20,60,5.25,5.25
901876,FLUOXETINA VIR 20MG 60 CAPSULAS GELATINA DURA EFG,N06AB03,20,60,5.25,5.25
901942,FLUOXETINA ORTODROL 20MG 60 CAPSULAS DURAS EFG,N06AB03,20,60,5.25,5.25
901959,FLUOXETINA QUALIGEN 20MG 60 CAPSULAS GELATINA DURA EFG,N06AB03,20,60,5.25,5.25
963124,FLUOXETINA ORTODROL 20MG 28 CAPSULAS DURAS EFG,N06AB03,20,28,2.5,2.5
970889,FLUOXETINA VIR 20MG 14 CAPSULAS DURAS EFG,N06AB03,20,14,2.5,2.5
984286,FLUOXETINA VIR 20MG 28 CAPSULAS DURAS EFG,N06AB03,20,28,2.5,2.5
802801,FLUOXETINA FARMALIDER 20MG 14 CAPSULAS DURAS EFG,N06AB03,20,14,2.5,2.5
652288,CITALOPRAM SUN 20MG 14 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB04,20,14,2.56,2.56
652291,CITALOPRAM SUN 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB04,20,28,5.12,5.12
658353,CITALOPRAM PENSA 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB04,20,14,2.56,2.56
658355,CITALOPRAM PENSA 20MG 28 COMPRIMIDOS RECUBIERT PELICULA EFG,N06AB04,20,28,5.12,5.12
653100,CITALOPRAM STADA 20MG 28 COMPRIMIDOS RECUBIERTOS PELICUL EFG,N06AB04,20,28,5.12,5.12
653101,CITALOPRAM STADA 30MG 28 COMPRIMIDOS RECUBIERTOS PELICUL EFG,N06AB04,20,42,7.68,7.68
999818,CITALOPRAM VIATRIS 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB04,20,28,5.12,5.12
653206,CITALOPRAM MABO 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB04,20,28,5.12,5.12
653712,CITALOPRAM VIATRIS 30MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB04,20,42,7.68,7.68
653194,CITALOPRAM ALTER 20MG 28 COMPRIMIDOS CUBIERTA PELICULAR EFG,N06AB04,20,28,5.12,5.12
653195,CITALOPRAM ALTER 30MG 28 COMPRIMIDOS CUBIERTA PELICULAR EFG,N06AB04,20,42,7.68,7.68
653880,CITALOPRAM RATIO 30MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB04,20,42,7.68,7.68
653797,CITALOPRAM FARMAPROJECTS 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB04,20,28,5.12,5.12
653794,CITALOPRAM FARMAPROJECTS 30MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB04,20,42,7.68,7.68
677398,PAROXETINA AUROBINDO 20MG 14 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB05,20,14,3.04,3.04
677399,PAROXETINA AUROBINDO 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB05,20,28,6.09,6.09
677400,PAROXETINA AUROBINDO 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB05,20,56,12.18,12.18
677403,PAROXETINA AUROBINDO 30MG 28 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB05,20,42,9.13,9.13
653155,ARAPAXEL 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB05,20,28,6.09,6.09
653163,ARAPAXEL 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB05,20,56,12.18,12.18
681793,PAROXETINA PHARMA COMBIX 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB05,20,28,6.09,6.09
681794,PAROXETINA PHARMA COMBIX 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB05,20,56,12.18,12.18
663852,PAROXETINA VIATRIS 20MG 28 COMPRIMIDOS RECUBIERT PELICULA BLISTER EFG,N06AB05,20,28,6.09,6.09
663853,PAROXETINA VIATRIS 20MG 56 COMPRIMIDOS RECUBIERT PELICULA BLISTER EFG,N06AB05,20,56,12.18,12.18
661172,DAPAROX 33MG/ML 20ML 1 FRASCO GOTAS ORALES SOLUCION,N06AB05,20,33,7.18,7.18
662563,ARAPAXEL 20MG 14 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,N06AB05,20,14,3.04,3.04
651294,SERTRALINA TEVAGEN 50MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB06,50,60,11.66,11.66
651025,SERTRALINA MABO 100MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB06,50,120,23.32,23.32
663939,ESCITALOPRAM CINFA 15MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,42,13.11,13.11
663940,ESCITALOPRAM CINFA 20MG 28 COMPRIMIDOS RECUBIERTOS PELIC EFG,N06AB10,10,56,17.48,17.48
663944,ESCITALOPRAM PENSA 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,28,8.74,8.74
692124,ESCITALOPRAM DAVUR 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,112,34.97,34.97
692127,ESCITALOPRAM RATIO 10MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,56,17.48,17.48
