codigo_nacional_farmaco_cd,codigo_descripcion,atc_farmaco_dispensado_cd,ddd_nomenclator_nm,ddd_por_envase,pvp_nomenclator_nm,precio_por_envase_nm
688360,ESCITALOPRAM ACCORD 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,28,8.74,8.74
688369,ESCITALOPRAM ACCORD 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,112,34.97,34.97
688361,ESCITALOPRAM ACCORD 10MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,56,17.48,17.48
688370,ESCITALOPRAM ACCORD 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,56,17.48,17.48
701229,ESCITALOPRAM AUROBINDO 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,112,34.97,34.97
673224,VENLAFAXINA RETARD ACTAVIS 150MG 30 CAPSULAS DURAS LIBERAC PROLONG EFG,N06AX16,100,45,19.15,19.15
662091,CITALOPRAM ALMUS 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB04,20,14,3.82,3.82
654438,CITALOPRAM BIOTISANE 10MG 14 COMPRIMIDOS RECUBIERTOS PELICUL,N06AB04,20,7,3.12,3.12
654166,ESTABEL 30MG 28 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB04,20,42,7.71,7.71
658099,CITALOPRAM MUNDOGEN 10MG 14 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB04,20,7,3.12,3.12
656300,ESTABEL 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB04,20,28,5.14,5.14
655922,PAROXETINA ARAFARMA GROUP 20MG 14 COMPRIMID RECUB PELIC EFG,N06AB05,20,14,3.04,3.04
655923,PAROXETINA ARAFARMA GROUP 20MG 28 COMPRIMID RECUB PELIC EFG,N06AB05,20,28,6.09,6.09
838532,DEPRAX 100MG 30 COMPRIMIDOS,N06AX05,300,10,4.34,4.34
686378,VANDRAL 50MG 30 COMPRIMIDOS,N06AX16,100,15,11.66,11.66
713917,FLUOXETINA RATIOPHARM 20MG 28 COMPRIMIDOS DISPERSABLES EFG,N06AB03,20,28,2.5,2.5
605944,VENLAFAXINA RETARD KERN PHARMA 150MG 500 CAPSULAS DURAS LIBERAC PROLON,N06AX16,100,750,218.85,218.85
605945,VENLAFAXINA RETARD KERN PHARMA 75MG 500 CAPSULAS DURAS LIBERAC PROLONG,N06AX16,100,375,109.6,109.6
602772,VENLAFAXINA RETARD ALTER GENERICOS 150MG 500 CAPSULAS LIBER PROLON EFG,N06AX16,100,750,353.92,353.92
602796,VENLAFAXINA RETARD COMBIX 75MG 500 CAPSULAS LIBER PROLON EFG,N06AX16,100,375,177.53,177.53
602798,VENLAFAXINA RETARD COMBIX 150MG 500 CAPSULAS LIBER PROLO EFG,N06AX16,100,750,355.06,355.06
602665,VENLAFAXINA RETARD STADA 150MG 500 CAPSULAS LIBERACION PROLONGADA EFG,N06AX16,100,750,355.06,355.06
603147,VENLAFAXINA RETARD TECNIGEN 75MG 500 CAPSULAS LIBERACION PROLONGAD EFG,N06AX16,100,375,147.27,147.27
603148,VENLAFAXINA RETARD TECNIGEN 150MG 500 CAPSULAS LIBERACION PROLONG EFG,N06AX16,100,750,294.52,294.52
603149,VENLAFAXINA RETARD CURAXYS 75MG 500 CAPSULAS LIBERACION PROLONGADA,N06AX16,100,375,166.04,166.04
603150,VENLAFAXINA RETARD CURAXYS 150MG 500 CAPSULAS LIBERACION PROLONGADA,N06AX16,100,750,332.2,332.2
602671,VENLAFAXINA RETARD CINFAMED 75MG 500 CAPSULAS LIBERACION PROLONGAD EFG,N06AX16,100,375,177.53,177.53
602662,DISLAVEN RETARD 150MG 500 CAPSULAS LIBERACION PROLONGADA EFG,N06AX16,100,750,355.06,355.06
602663,DISLAVEN RETARD 75MG 500 CAPSULAS LIBERACION PROLONGADA EFG,N06AX16,100,375,177.53,177.53
606643,DULOXETINA MABO 30MG 100 CAPSULAS DURAS GASTRORRESISTENTES EFG,N06AX21,60,50,42.95,42.95
606645,DULOXETINA MABO 60MG 100 CAPSULAS DURAS GASTRORRESISTENTES EFG,N06AX21,60,100,68.73,68.73
606616,DULOXETINA PHARMAKERN 30MG 100 CAPSULAS DURAS GASTRORRESISTENTES EFG,N06AX21,60,50,42.94,42.94
606618,DULOXETINA PHARMAKERN 60MG 100 CAPSULAS DURAS GASTRORRESISTENTES EFG,N06AX21,60,100,68.71,68.71
602848,VALDOXAN 25MG 100 COMPRIMIDOS RECUBIERTOS PELICULA,N06AX22,25,100,150.53,150.53
605998,ANAFRANIL 25MG 500 COMPRIMIDOS RECUBIERTOS,N06AA04,100,125,32.57,32.57
637017,ANAFRANIL 75MG 500 COMPRIMIDOS LIBERACION PROLONGADA,N06AA04,100,375,106.2,106.2
621599,DEPRELIO 25MG 500 CAPSULAS,N06AA09,75,166.66,27.31,27.31
624007,TRYPTIZOL 25MG 500 COMPRIMIDOS RECUBIERTOS PELICULA,N06AA09,75,166.66,15.84,15.84
606079,LUDIOMIL 75MG 500 COMPRIMIDOS,N06AA21,100,375,89.66,89.66
602631,FLUOXETINA PHARMAVIC 20MG 500 CAPSULAS DURAS EFG,N06AB03,20,500,140.22,140.22
643312,RENEURON 20MG 500 CAPSULAS DURAS,N06AB03,20,500,144.09,144.09
604983,ADOFEN 20MG 500 COMPRIMIDOS DISPERSABLES,N06AB03,20,500,144.09,144.09
608372,FLUOXETINA ALTER 20MG 500 CAPSULAS DURAS EFG,N06AB03,20,500,255.63,255.63
608364,FLUOXETINA ICN 20MG 500 CAPSULAS DURAS EFG,N06AB03,20,500,265.04,265.04
600524,FLUOXETINA EFARMES 20MG 500 CAPSULAS DURAS EFG,N06AB03,20,500,116.59,116.59
600675,CITALOPRAM DEPRONAL 20MG 500 COMPRIMIDOS RECUBIERT PELIC EFG,N06AB04,20,500,100.53,100.53
600597,CITALOPRAM CINFA 20MG 500 COMPRIMIDOS RECUBIERTOS PELIC EFG,N06AB04,20,500,142.08,142.08
600535,ESTABEL 30MG 500 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB04,20,750,228.91,228.91
600222,CITALOPRAM NORMON 20MG 500 COMPRIMIDOS RECUBIERTOS PELIC EFG,N06AB04,20,500,146.06,146.06
600598,CITALOPRAM CINFA 30MG 500 COMPRIMIDOS RECUBIERTOS PELIC EFG,N06AB04,20,750,157.36,157.36
636837,CITALOPRAM MABO 20MG 500 COMPRIMIDOS RECUBIERTOS PELICUL EFG,N06AB04,20,500,146.06,146.06
600034,CITALOPRAM CINFAMED 20MG 500 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB04,20,500,241.75,241.75
600035,CITALOPRAM TEDEC 10MG 500 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB04,20,250,123.55,123.55
600041,CITALOPRAM VIR 20MG 500 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB04,20,500,146.06,146.06
600009,CITALOPRAM TARBIS 20MG 500 COMPRIMIDOS RECUBIEROS PELIC EFG,N06AB04,20,500,146.06,146.06
605857,CITALOPRAM EDIGEN 20MG 500 COMPRIMIDOS RECUBIERT PELICUL EFG,N06AB04,20,500,156.32,156.32
622472,CITALOPRAM RANBAXY 20MG 500 COMPRIMIDOS RECUB PELICULA EFG,N06AB04,20,500,156.32,156.32
603795,PAROXETINA TARBIS 20MG 500 COMPRIMIDOS RECUBIERT PELICUL EFG,N06AB05,20,500,98.56,98.56
618983,PAROXETINA CUVE 20MG 500 COMPRIMIDOS RECUBIERTOS PELICUL EFG,N06AB05,20,500,98.56,98.56
645309,FROSINOR 20MG 500 COMPRIMIDOS RECUBIERTOS CON PELICULA,N06AB05,20,500,426.16,426.16
628743,PAROXETINA DECROX 20MG 500 COMPRIMIDOS RECUB CON PELICUL EFG,N06AB05,20,500,289.7,289.7
600448,PAROXETINA QUALIGEN FARMA 20MG 500 COMPRIMIDOS RECUBIERTOS PELICUL EFG,N06AB05,20,500,98.56,98.56
600687,PAROXETINA ARAFARMA GROUP 20MG 500 COMPRIMIDOS RECUB PELIC EFG,N06AB05,20,500,98.56,98.56
602673,PAROXETINA ALTER 20MG 500 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB05,20,500,98.56,98.56
605480,PAROXETINA AUROBINDO 30MG 500 COMPRIMIDOS RECUBIERTOS CON PELICULA,N06AB05,20,750,147.84,147.84
605479,PAROXETINA AUROBINDO 20MG 500 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB05,20,500,98.56,98.56
600763,SERTRALINA VIR 50MG 500 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB06,50,500,87.62,87.62
602467,SERTRABRAIN 50MG 500 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB06,50,500,125.16,125.16
602394,SERTRALINA PENSA 50MG 500 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB06,50,500,62.94,62.94
612622,SERTRALINA VIR PHARMA 50MG 500 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB06,50,500,62.94,62.94
605535,SERTRAMYLAN 100MG 500 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB06,50,1000,343.38,343.38
647511,SERTRALINA TARBIS 50MG 500 COMPRIMIDOS RECUBIERTOS PELIC EFG,N06AB06,50,500,62.94,62.94
600765,SERTRALINA LAREQ 100MG 500 COMPRIMIDOS RECUBIERTOS PELIC EFG,N06AB06,50,1000,151.99,151.99
600766,SERTRALINA VIR 100MG 500 COMPRIMIDOS RECUBIERTOS PELICUL EFG,N06AB06,50,1000,151.99,151.99
603019,SERTRALINA VIATRIS 50MG 500 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB06,50,500,62.94,62.94
649335,BESITRAN 50MG 500 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB06,50,500,62.94,62.94
635979,SERTRALINA NORMON 100MG 500 COMPRIMIDOS RECUB PELICULA EFG,N06AB06,50,1000,125.87,125.87
636092,SERTRALINA RATIOPHARM 100MG 500 COMPRIMIDOS RECUB PELIC EFG,N06AB06,50,1000,240.37,240.37
636134,SERTRALINA RATIOPHARM 50MG 500 COMPRIMIDOS RECUB PELIC EFG,N06AB06,50,500,161.32,161.32
649673,AREMIS 100MG 500 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB06,50,1000,125.87,125.87
649665,AREMIS 50MG 500 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB06,50,500,62.94,62.94
641548,SERTRALINA CINFA 50MG 500 COMPRIMIDOS RECUBIERTOS PELIC EFG,N06AB06,50,500,62.94,62.94
641944,SERTRALINA CINFA 100MG 500 COMPRIMIDOS RECUBIERT PELICUL EFG,N06AB06,50,1000,125.87,125.87
603226,ESCITALOPRAM PENSA 15MG 500 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,750,168.21,168.21
603224,ESCITALOPRAM PENSA 10MG 500 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,500,112.14,112.14
603384,ESCITALOPRAM FARMALIDER 10MG 500 COMPRIMIDOS RECUB PELICULA BOTE EFG,N06AB10,10,500,112.14,112.14
603385,ESCITALOPRAM FARMALIDER 10MG 500 COMPRIMIDOS RECUB PELIC BLISTER EFG,N06AB10,10,500,112.14,112.14
603220,ESCITALOPRAM CINFA 10MG 500 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,500,112.14,112.14
603221,ESCITALOPRAM CINFA 15MG 500 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,750,168.21,168.21
606049,ESCITALOPRAM MEIJI 15MG 500 COMPRIMIDOS BUCODISPERSABLES EFG,N06AB10,10,750,168.21,168.21
606050,ESCITALOPRAM MEIJI 20MG 500 COMPRIMIDOS BUCODISPERSABLES EFG,N06AB10,10,1000,224.28,224.28
602524,CINCOFARM 100MG 500 CAPSULAS,N06AX01,450,111.11,135.31,135.31
938621,CINCOFARM 100MG 50 CAPSULAS,N06AX01,450,11.11,0,0
602540,DEPRASER 100MG 1000 COMPRIMIDOS RECUBIERTOS PELICULA,N06AX05,300,333.33,70.22,70.22
602565,DEPRAX 50MG 100 AMPOLLAS 5ML SOLUCION INYECTABLE,N06AX05,200,25,13.7,13.7
602532,DEPRAX 50MG 1000 COMPRIMIDOS,N06AX05,300,166.66,68.99,68.99
606446,DEPRAX 100MG 1000 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AX05,300,333.33,70.22,70.22
606413,TRAZODONA NORMON 100MG 500 COMPRIMIDOS (BLISTER AL/PVC/PVDC) EFG,N06AX05,300,166.66,35.12,35.12
606412,TRAZODONA NORMON 100MG 500 COMPRIMIDOS (BLISTER AL/PVDC-PE) EFG,N06AX05,300,166.66,35.12,35.12
701861,TRAZODONA NORMON 100MG 30 COMPRIMIDOS (AL/PVC/PVDC) EFG,N06AX05,300,10,0,0
649244,REXER 30MG 500 COMPRIMIDOS RECUBIERTOS PELICULA,N06AX11,30,500,234.24,234.24
636696,MIRTAZAPINA SANDOZ 30MG 500 COMPRIMIDOS RECUB PELICULA EFG,N06AX11,30,500,234.24,234.24
635896,MIRTAZAPINA COMBINO PHARM 30MG 500 COMPRIMIDOS RECUB PEL EFG,N06AX11,30,500,234.24,234.24
626556,MIRTAZAPINA RATIOPHARM 30MG 500 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AX11,30,500,234.24,234.24
626606,MIRTAZAPINA RATIOPHARM 15MG 500 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AX11,30,250,117.12,117.12
626465,MIRTAZAPINA RATIOPHARM 45MG 500 COMPRIMIDOS RECUB PELIC EFG,N06AX11,30,750,247.14,247.14
600295,MIRTAZAPINA NORMON 30MG 500 COMPRIMIDOS RECUBIERT PELIC EFG,N06AX11,30,500,234.24,234.24
600322,MIRTAZAPINA CINFA 30MG 500 COMPRIMIDOS RECUBIERTOS PELIC EFG,N06AX11,30,500,223.33,223.33
703370,"ZINOSAL 12,5MG 30 COMPRIMIDOS RECUBIERTOS PELICULA (BLISTER AL/AL) EFG",N06AX14,37.5,10,7.49,7.49
703796,"ZINOSAL 12,5MG 90 COMPRIMIDOS RECUBIERTOS PELICULA (BLISTER AL/AL) EFG",N06AX14,37.5,30,22.48,22.48
769430,ASTRIN 20MG/5ML 140ML SOLUCION ORAL,N06AB03,20,28,13,13
708556,DULOXETINA GENESIS 30MG 28 CAPSULAS DURAS GASTRORRE (PA/AL/PVC-AL) EFG,N06AX21,60,14,13.36,13.36
675942,RENEURON 20MG 28 COMPRIMIDOS DISPERSABLES,N06AB03,20,28,0,0
651265,RENEURON 20MG/5ML 140ML SOLUCION ORAL,N06AB03,20,28,4.2,4.2
687392,ADOFEN 20MG/5ML 140ML SOLUCION ORAL,N06AB03,20,28,6.01,6.01
687400,ADOFEN 20MG/5ML 70ML SOLUCION ORAL,N06AB03,20,14,3.12,3.12
808626,LURAMON 20MG 60 CAPSULAS DURAS,N06AB03,20,60,5.25,5.25
625137,LURAMON 20MG 500 CAPSULAS DURAS,N06AB03,20,500,140.22,140.22
658770,PAROXETINA MABO 30MG 14 COMPRIMIDOS,N06AB05,20,21,4.57,4.57
655924,PAROXETINA ARAFARMA GROUP 20MG 56 COMPRIMID RECUB PELIC EFG,N06AB05,20,56,0,0
653314,PAROXETINA RATIOPHARM 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB05,20,56,12.18,12.18
662022,THYMANAX 25MG 28 COMPRIMIDOS RECUBIERTOS PELICULA,N06AX22,25,28,30.66,30.66
602672,FLUOXETINA VIR 20MG 500 CAPSULAS DURAS EFG,N06AB03,20,500,140.22,140.22
607853,ASTRIN 20MG 500 CAPSULAS,N06AB03,20,500,270.7,270.7
721464,AUGORT 20MG 28 CAPSULAS,N06AB03,20,28,13,13
651656,PAROXETINA DUNCAN 20MG 14 COMPRIMIDOS CUBIERTA PELICULAR EFG,N06AB05,20,14,4.56,4.56
620708,FLUOXETINA TARBIS 20MG 500 CAPSULAS DURAS EFG,N06AB03,20,500,140.22,140.22
605758,FLUOXETINA STADA 20MG 500 CAPSULAS DURAS EFG,N06AB03,20,500,140.22,140.22
691271,PAROXETINA STADAGEN 40MG 14 COMPRIMIDOS,N06AB05,20,28,6.09,6.09
655980,PAROXETINA RANBAXY 20MG 14 COMPRIMIDOS RECUBIERTOS PELIC EFG,N06AB05,20,14,4.28,4.28
672749,ESCITALOPRAM GEPREM 15MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,42,13.18,13.18
672750,ESCITALOPRAM GEPREM 15MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,84,26.37,26.37
737346,DEPESERT 50MG 30 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB06,50,30,5.85,5.85
610915,LUSTRAGEN 100MG 500 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB06,50,1000,0,0
611285,LUSTRAMYLAN 50MG 500 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB06,50,500,230.44,230.44
607994,SERTRALINA GENERICS 50MG 500 COMPRMIDOS RECUB PELICULA,N06AB06,50,500,230.44,230.44
701222,ESCITALOPRAM AUROBINDO 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,28,8.74,8.74
701223,ESCITALOPRAM AUROBINDO 10MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,56,17.48,17.48
701224,ESCITALOPRAM AUROBINDO 15MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,42,13.11,13.11
701226,ESCITALOPRAM AUROBINDO 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,56,17.48,17.48
658455,SERTRABRAIN 50MG 30 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB06,50,30,5.84,5.84
661258,VENLAFAXINA FARMAPROJECTS 25MG 30 COMPRIMIDOS,N06AX16,100,7.5,3.39,3.39
661656,"VENLAFAXINA RETARD ASOL 37,5MG 30 CAPSULAS LIBERACION PROLONGADA",N06AX16,100,11.25,4.79,4.79
834440,SERTRALINA RATIOPHARM 50MG 30 COMPRIMIDOS RECUB PELIC EFG,N06AB06,50,30,19.72,19.72
654440,CITALOPRAM BIOTISANE 20MG 14 COMPRIMIDOS RECUBIERTOS PELICUL,N06AB04,20,14,3.12,3.12
654441,CITALOPRAM BIOTISANE 20MG 28 COMPRIMIDOS RECUBIERTOS PELICUL,N06AB04,20,28,5.14,5.14
654324,CITALOPRAM VIR PHARMA 10MG 14 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB04,20,7,2.5,2.5
659568,"VENLAFAXINA RETARD CINFA 37,5MG 30 CAPSULAS DURAS LIBERACION PROLONGAD",N06AX16,100,11.25,4.79,4.79
658168,CALTON 30MG 28 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB04,20,42,7.68,7.68
658169,CALTON 30MG 56 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB04,20,84,15.36,15.36
656297,ESTABEL 20MG 14 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB04,20,14,0,0
653357,CITALOPRAM PHARMAGENUS 20MG 28 COMPRIMIDOS RECUB PELIC EFG,N06AB04,20,28,0,0
653878,CITALOPRAM ARGENOL 30MG 28 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB04,20,42,0,0
653292,CITALOPRAM RATIOPHARM 30MG 28 COMPRIMIDOS RECUBIER PELIC EFG,N06AB04,20,42,7.68,7.68
683441,MANERIX 300MG 60 COMPRIMIDOS RECUBIERTOS PELICULA,N06AG02,300,60,20.7,20.7
871103,RELAPAZ 30MG 28 COMPRIMIDOS RECUBIERTOS CON PELICULA,N06AB04,20,42,7.68,7.68
771584,ENTACT 10MG 28 COMPRIMIDOS CON CUBIERTA PELICULAR,N06AB10,10,28,23.93,23.93
772582,ENTACT 15MG 28 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB10,10,42,35.89,35.89
734533,ESERTIA 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB10,10,56,0,0
754226,DEPRASER 100MG 60 COMPRIMIDOS RECUBIERTOS PELICULA,N06AX05,300,20,6.32,6.32
650526,CITALOPRAM DAVUR 10MG 14 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB04,20,7,3.11,3.11
650534,CITALOPRAM TEVA-RIMAFAR 10MG 14 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB04,20,7,3.11,3.11
650471,CITALOPRAM RATIO 10MG 14 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB04,20,7,2.5,2.5
650373,CITALOPRAM TEDEC 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB04,20,14,3.11,3.11
734673,ESERTIA 5MG 28 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB10,10,14,0,0
654113,MIRTAZAPINA TEVA 15MG 30 COMPRIMIDOS BUCODISPERSABLES EFG,N06AX11,30,15,8.52,8.52
654114,MIRTAZAPINA TEVA 30MG 30 COMPRIMIDOS BUCODISPERSABLES EFG,N06AX11,30,30,17.05,17.05
650165,CITALOPRAM FARMALIDER 10MG 14 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB04,20,7,2.5,2.5
828384,CITALOPRAM RATIOPHARM 10MG 28 COMPRIMIDOS RECUBIERTOS PELIC,N06AB04,20,14,2.56,2.56
845958,GENPROL 20MG 56 COMPRIMIDOS RECUBIERTOS CON PELICULA,N06AB04,20,56,24.73,24.73
608141,CITALEQ 20MG 500 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB04,20,500,0,0
680124,REXER 15MG 60 COMPRIMIDOS RECUBIERTOS,N06AX11,30,30,24.63,24.63
720714,CITALOPRAM BEXAL 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB04,20,28,19.73,19.73
826354,GENPROL 20MG 14 COMPRIMIDOS RECUBIERTOS CON PELICULA,N06AB04,20,14,5.73,5.73
682583,SEROPRAM 20MG 14 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB04,20,14,3.11,3.11
682609,PRISDAL 20MG 14 COMPRIMIDOS RECUBIERTOS CON PELICULA,N06AB04,20,14,2.56,2.56
699710,CASBOL 20MG 28 COMPRIMIDOS RECUBIERTOS CON PELICULA,N06AB05,20,28,6.09,6.09
650639,DAPAROX 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB05,20,28,22.73,22.73
650640,DAPAROX 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB05,20,56,41.59,41.59
761098,XETIN 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB05,20,28,22.73,22.73
705510,DULOXETINA SANDOZ 30MG 7 CAPSULAS DURAS GASTRORRESISTENTES EFG,N06AX21,60,3.5,3.34,3.34
668004,RENEURON 20MG 14 SOBRES MONODOSIS,N06AB03,20,14,0,0
668913,PROZAC 20MG/SOB POLVO 28 SOBRES MONODOSIS POLVO SOLUC ORAL,N06AB03,20,28,0,0
650354,PARATONINA 20MG 56 COMPRIMIDOS RECUBIERTOS CON PELICULA,N06AB05,20,56,42.74,42.74
656049,ARAFAXINA RETARD 150MG 30 CAPSULAS LIBERACION PROLONGADA EFG,N06AX16,100,45,40.6,40.6
701936,SERTRALINA APOTEX 50MG 30 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB06,50,30,5.84,5.84
681955,SERTRALINA PHARMA COMBIX 50MG 30 COMPRIMIDOS RECUBIERTOS PELIC EFG,N06AB06,50,30,5.84,5.84
651043,SERTRALINA SANDOZ FARMACEUTICA 50MG 30 COMPRIMIDOS RECUB PELICULA EFG,N06AB06,50,30,5.84,5.84
652264,SERTRALINA SANDOZ 100MG 30 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB06,50,60,11.66,11.66
662436,SERTRALINA QUALIGEN 100MG 30 COMPRIMIDOS REC PELIC BLIST PVC/AL EFG,N06AB06,50,60,11.66,11.66
660768,SERTRALINA AUROBINDO 100MG 30 COMPRIMIDOS RECUBIERT PELIC EFG,N06AB06,50,60,11.66,11.66
665344,ESCITALOPRAM FARMALIDER 15MG 28 COMPRIMIDOS RECUB PELICULA BLISTER EFG,N06AB10,10,42,13.11,13.11
696459,ESCITALOPRAM MEIJI 20MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N06AB10,10,56,17.48,17.48
671072,ESCITALOPRAM TARBIS 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,28,8.74,8.74
671048,ESCITALOPRAM TARBIS 15MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,84,26.23,26.23
671059,ESCITALOPRAM TARBIS 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,56,17.48,17.48
692880,ESCITALOPRAM KERN PHARMA 20MG/ML 15ML 1 FRASCO GOTAS ORAL SOLUCION EFG,N06AB10,10,30,9.37,9.37
678930,ESCITALOPRAM SUN 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,56,17.48,17.48
701231,ESCITALOPRAM MACLEODS 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,56,17.48,17.48
686854,ESCITALOPRAM VISO FARMACEUTICA 15MG 28 COMPRIMIDOS REC PEL (AI/AI) EFG,N06AB10,10,42,13.11,13.11
706939,ESCITALOPRAM FLAS CINFA 10MG 56 COMPRIMIDOS BUCODISPERSABLES EFG,N06AB10,10,56,17.48,17.48
706940,ESCITALOPRAM FLAS CINFA 15MG 56 COMPRIMIDOS BUCODISPERSABLES EFG,N06AB10,10,84,26.23,26.23
700449,DIPREX 20MG/ML 15ML 1 FRASCO GOTAS ORALES SOLUCION EFG,N06AB10,10,30,9.37,9.37
712862,ESCITALOPRAM AUROVITAS 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,28,8.74,8.74
712863,ESCITALOPRAM AUROVITAS 10MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,56,17.48,17.48
712864,ESCITALOPRAM AUROVITAS 15MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,42,13.11,13.11
712865,ESCITALOPRAM AUROVITAS 15MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,84,26.23,26.23
712866,ESCITALOPRAM AUROVITAS 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,56,17.48,17.48
712867,ESCITALOPRAM AUROVITAS 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,112,34.97,34.97
700109,HEIPRAM 15MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,42,13.11,13.11
700110,HEIPRAM 15MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,84,26.23,26.23
700111,HEIPRAM 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,56,17.48,17.48
700114,HEIPRAM 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,112,34.97,34.97
701915,ESCITALOPRAM FLAS CINFA 10MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N06AB10,10,28,8.74,8.74
661347,MIRTAZAPINA FLAS ALTER 15MG 30 COMPRIMIDOS BUCODISPERSABLES EFG,N06AX11,30,15,8.52,8.52
661349,MIRTAZAPINA FLAS ALTER 30MG 30 COMPRIMIDOS BUCODISPERSABLES EFG,N06AX11,30,30,17.05,17.05
